Country/area,Technology,Year,Public Investments (2022 Million USD)
Kyrgyzstan,Pumped storage,2020,
Kyrgyzstan,Pumped storage,2021,
Kyrgyzstan,Pumped storage,2022,
Kyrgyzstan,Pumped storage,2023,
Kyrgyzstan,Marine energy,2019,
Kyrgyzstan,Marine energy,2020,
Kyrgyzstan,Marine energy,2021,
Kyrgyzstan,Marine energy,2022,
Kyrgyzstan,Marine energy,2023,
Kyrgyzstan,Nuclear,2019,
Kyrgyzstan,Nuclear,2020,
Kyrgyzstan,Nuclear,2021,
Kyrgyzstan,Nuclear,2022,
Kyrgyzstan,Nuclear,2023,
Lao People's Democratic Republic (the),Ongrid solar photovoltaic,2019,0.08
Lao People's Democratic Republic (the),Ongrid solar photovoltaic,2020,0.05
Lao People's Democratic Republic (the),Ongrid solar photovoltaic,2021,0.02
Lao People's Democratic Republic (the),Ongrid solar photovoltaic,2022,0.61
Lao People's Democratic Republic (the),Ongrid solar photovoltaic,2023,
Lao People's Democratic Republic (the),Offgrid solar photovoltaic,2019,
Lao People's Democratic Republic (the),Offgrid solar photovoltaic,2020,
Lao People's Democratic Republic (the),Offgrid solar photovoltaic,2021,
Lao People's Democratic Republic (the),Offgrid solar photovoltaic,2022,0
Lao People's Democratic Republic (the),Offgrid solar photovoltaic,2023,44.1
Lao People's Democratic Republic (the),Solar thermal energy,2019,
Lao People's Democratic Republic (the),Solar thermal energy,2020,
Lao People's Democratic Republic (the),Solar thermal energy,2021,
Lao People's Democratic Republic (the),Solar thermal energy,2022,
Lao People's Democratic Republic (the),Solar thermal energy,2023,
Lao People's Democratic Republic (the),Concentrated solar power,2019,
Lao People's Democratic Republic (the),Concentrated solar power,2020,
Lao People's Democratic Republic (the),Concentrated solar power,2021,
Lao People's Democratic Republic (the),Concentrated solar power,2022,
Lao People's Democratic Republic (the),Concentrated solar power,2023,
Lao People's Democratic Republic (the),Onshore wind energy,2019,
Lao People's Democratic Republic (the),Onshore wind energy,2020,
Lao People's Democratic Republic (the),Onshore wind energy,2021,
Lao People's Democratic Republic (the),Onshore wind energy,2022,150
Lao People's Democratic Republic (the),Onshore wind energy,2023,153.33
Lao People's Democratic Republic (the),Offshore wind energy,2019,
Lao People's Democratic Republic (the),Offshore wind energy,2020,
Lao People's Democratic Republic (the),Offshore wind energy,2021,
Lao People's Democratic Republic (the),Offshore wind energy,2022,
Lao People's Democratic Republic (the),Offshore wind energy,2023,
Lao People's Democratic Republic (the),Renewable hydropower,2019,0.13
Lao People's Democratic Republic (the),Renewable hydropower,2020,0.47
Lao People's Democratic Republic (the),Renewable hydropower,2021,
Lao People's Democratic Republic (the),Renewable hydropower,2022,
Lao People's Democratic Republic (the),Renewable hydropower,2023,
Lao People's Democratic Republic (the),Pumped storage,2019,
Lao People's Democratic Republic (the),Pumped storage,2020,
Lao People's Democratic Republic (the),Pumped storage,2021,
Lao People's Democratic Republic (the),Pumped storage,2022,
Lao People's Democratic Republic (the),Pumped storage,2023,
Lao People's Democratic Republic (the),Marine energy,2019,
Lao People's Democratic Republic (the),Marine energy,2020,
Lao People's Democratic Republic (the),Marine energy,2021,
Lao People's Democratic Republic (the),Marine energy,2022,
Lao People's Democratic Republic (the),Marine energy,2023,
Lao People's Democratic Republic (the),Nuclear,2019,
Lao People's Democratic Republic (the),Nuclear,2020,
Lao People's Democratic Republic (the),Nuclear,2021,
Lao People's Democratic Republic (the),Nuclear,2022,
Lao People's Democratic Republic (the),Nuclear,2023,
Latvia,Ongrid solar photovoltaic,2019,
Latvia,Ongrid solar photovoltaic,2020,
Latvia,Ongrid solar photovoltaic,2021,
Latvia,Ongrid solar photovoltaic,2022,
Latvia,Ongrid solar photovoltaic,2023,
Latvia,Offgrid solar photovoltaic,2019,
Latvia,Offgrid solar photovoltaic,2020,
Latvia,Offgrid solar photovoltaic,2021,
Latvia,Offgrid solar photovoltaic,2022,
Latvia,Offgrid solar photovoltaic,2023,
Latvia,Solar thermal energy,2019,
Latvia,Solar thermal energy,2020,
Latvia,Solar thermal energy,2021,
Latvia,Solar thermal energy,2022,
Latvia,Solar thermal energy,2023,
Latvia,Concentrated solar power,2019,
Latvia,Concentrated solar power,2020,
Latvia,Concentrated solar power,2021,
Latvia,Concentrated solar power,2022,
Latvia,Concentrated solar power,2023,
Latvia,Onshore wind energy,2019,
Latvia,Onshore wind energy,2020,
Latvia,Onshore wind energy,2021,
Latvia,Onshore wind energy,2022,
Latvia,Onshore wind energy,2023,
Latvia,Offshore wind energy,2019,
Latvia,Offshore wind energy,2020,
Latvia,Offshore wind energy,2021,
Latvia,Offshore wind energy,2022,
Latvia,Offshore wind energy,2023,
Latvia,Renewable hydropower,2019,
Latvia,Renewable hydropower,2020,
Latvia,Renewable hydropower,2021,
Latvia,Renewable hydropower,2022,
Latvia,Renewable hydropower,2023,
Latvia,Pumped storage,2019,
Latvia,Pumped storage,2020,
Latvia,Pumped storage,2021,
Latvia,Pumped storage,2022,
Latvia,Pumped storage,2023,
Latvia,Marine energy,2019,
Latvia,Marine energy,2020,
Latvia,Marine energy,2021,
Latvia,Marine energy,2022,
Latvia,Marine energy,2023,
Latvia,Nuclear,2019,
Latvia,Nuclear,2020,
Latvia,Nuclear,2021,
Latvia,Nuclear,2022,
Latvia,Nuclear,2023,
Lebanon,Ongrid solar photovoltaic,2019,0.29
Lebanon,Ongrid solar photovoltaic,2020,0.15
Lebanon,Ongrid solar photovoltaic,2021,0.21
Lebanon,Ongrid solar photovoltaic,2022,1.48
Lebanon,Ongrid solar photovoltaic,2023,0.65
Lebanon,Offgrid solar photovoltaic,2019,0.03
Lebanon,Offgrid solar photovoltaic,2020,0.01
Lebanon,Offgrid solar photovoltaic,2021,0.43
Lebanon,Offgrid solar photovoltaic,2022,0.58
Lebanon,Offgrid solar photovoltaic,2023,0.25
Lebanon,Solar thermal energy,2019,
Lebanon,Solar thermal energy,2020,
Lebanon,Solar thermal energy,2021,
Lebanon,Solar thermal energy,2022,
Lebanon,Solar thermal energy,2023,0.4
Lebanon,Concentrated solar power,2019,
Lebanon,Concentrated solar power,2020,
Lebanon,Concentrated solar power,2021,
Lebanon,Concentrated solar power,2022,
Lebanon,Concentrated solar power,2023,
Lebanon,Onshore wind energy,2019,
Lebanon,Onshore wind energy,2020,
Lebanon,Onshore wind energy,2021,
Lebanon,Onshore wind energy,2022,
Lebanon,Onshore wind energy,2023,
Lebanon,Offshore wind energy,2019,
Lebanon,Offshore wind energy,2020,
Lebanon,Offshore wind energy,2021,
Lebanon,Offshore wind energy,2022,
Lebanon,Offshore wind energy,2023,
Lebanon,Renewable hydropower,2019,
Lebanon,Renewable hydropower,2020,
Lebanon,Renewable hydropower,2021,
Lebanon,Renewable hydropower,2022,
Lebanon,Renewable hydropower,2023,
Lebanon,Pumped storage,2019,
Lebanon,Pumped storage,2020,
Lebanon,Pumped storage,2021,
Lebanon,Pumped storage,2022,
Lebanon,Pumped storage,2023,
Lebanon,Marine energy,2019,
Lebanon,Marine energy,2020,
Lebanon,Marine energy,2021,
Lebanon,Marine energy,2022,
Lebanon,Marine energy,2023,
Lebanon,Nuclear,2019,
Lebanon,Nuclear,2020,
Lebanon,Nuclear,2021,
Lebanon,Nuclear,2022,
Lebanon,Nuclear,2023,
Lesotho,Ongrid solar photovoltaic,2019,14.35
Lesotho,Ongrid solar photovoltaic,2020,77.49
Lesotho,Ongrid solar photovoltaic,2021,
Lesotho,Ongrid solar photovoltaic,2022,1.41
Lesotho,Ongrid solar photovoltaic,2023,
Lesotho,Offgrid solar photovoltaic,2019,0
Lesotho,Offgrid solar photovoltaic,2020,
Lesotho,Offgrid solar photovoltaic,2021,
Lesotho,Offgrid solar photovoltaic,2022,
Lesotho,Offgrid solar photovoltaic,2023,
Lesotho,Solar thermal energy,2019,
Lesotho,Solar thermal energy,2020,
Lesotho,Solar thermal energy,2021,
Lesotho,Solar thermal energy,2022,
Lesotho,Solar thermal energy,2023,
Lesotho,Concentrated solar power,2019,
Lesotho,Concentrated solar power,2020,
Lesotho,Concentrated solar power,2021,
Lesotho,Concentrated solar power,2022,
Lesotho,Concentrated solar power,2023,
Lesotho,Onshore wind energy,2019,
Lesotho,Onshore wind energy,2020,
Lesotho,Onshore wind energy,2021,
Lesotho,Onshore wind energy,2022,
Lesotho,Onshore wind energy,2023,
Lesotho,Offshore wind energy,2019,
Lesotho,Offshore wind energy,2020,
Lesotho,Offshore wind energy,2021,
Lesotho,Offshore wind energy,2022,
Lesotho,Offshore wind energy,2023,
Lesotho,Renewable hydropower,2019,
Lesotho,Renewable hydropower,2020,1.64
Lesotho,Renewable hydropower,2021,
Lesotho,Renewable hydropower,2022,10.77
Lesotho,Renewable hydropower,2023,
Lesotho,Pumped storage,2019,
Lesotho,Pumped storage,2020,
Lesotho,Pumped storage,2021,
Lesotho,Pumped storage,2022,
Lesotho,Pumped storage,2023,
Lesotho,Marine energy,2019,
Lesotho,Marine energy,2020,
Lesotho,Marine energy,2021,
Lesotho,Marine energy,2022,
Lesotho,Marine energy,2023,
Lesotho,Nuclear,2019,
Lesotho,Nuclear,2020,
Lesotho,Nuclear,2021,
Lesotho,Nuclear,2022,
Lesotho,Nuclear,2023,
Liberia,Ongrid solar photovoltaic,2019,
Liberia,Ongrid solar photovoltaic,2020,
Liberia,Ongrid solar photovoltaic,2021,3.43
Liberia,Ongrid solar photovoltaic,2022,
Liberia,Ongrid solar photovoltaic,2023,
Liberia,Offgrid solar photovoltaic,2019,
Liberia,Offgrid solar photovoltaic,2020,0.32
Liberia,Offgrid solar photovoltaic,2021,
Liberia,Offgrid solar photovoltaic,2022,10.58
Liberia,Offgrid solar photovoltaic,2023,0.17
Liberia,Solar thermal energy,2019,
Liberia,Solar thermal energy,2020,
Liberia,Solar thermal energy,2021,
Liberia,Solar thermal energy,2022,
Liberia,Solar thermal energy,2023,
Liberia,Concentrated solar power,2019,
Liberia,Concentrated solar power,2020,
Liberia,Concentrated solar power,2021,
Liberia,Concentrated solar power,2022,
Liberia,Concentrated solar power,2023,
Liberia,Onshore wind energy,2019,
Liberia,Onshore wind energy,2020,
Liberia,Onshore wind energy,2021,
Liberia,Onshore wind energy,2022,
Liberia,Onshore wind energy,2023,
Liberia,Offshore wind energy,2019,
Liberia,Offshore wind energy,2020,
Liberia,Offshore wind energy,2021,
Liberia,Offshore wind energy,2022,
Liberia,Offshore wind energy,2023,
Liberia,Renewable hydropower,2019,3.78
Liberia,Renewable hydropower,2020,9.05
Liberia,Renewable hydropower,2021,0.02
Liberia,Renewable hydropower,2022,
Liberia,Renewable hydropower,2023,
Liberia,Pumped storage,2019,
Liberia,Pumped storage,2020,
Liberia,Pumped storage,2021,
Liberia,Pumped storage,2022,
Liberia,Pumped storage,2023,
Liberia,Marine energy,2019,
Liberia,Marine energy,2020,
Liberia,Marine energy,2021,
Liberia,Marine energy,2022,
Liberia,Marine energy,2023,
Liberia,Nuclear,2019,0.07
Liberia,Nuclear,2020,
Liberia,Nuclear,2021,
Liberia,Nuclear,2022,
Liberia,Nuclear,2023,
Libya,Ongrid solar photovoltaic,2019,
Libya,Ongrid solar photovoltaic,2020,0.01
Libya,Ongrid solar photovoltaic,2021,
Libya,Ongrid solar photovoltaic,2022,
Libya,Ongrid solar photovoltaic,2023,
Libya,Offgrid solar photovoltaic,2019,
Libya,Offgrid solar photovoltaic,2020,
Libya,Offgrid solar photovoltaic,2021,0.23
Libya,Offgrid solar photovoltaic,2022,
Libya,Offgrid solar photovoltaic,2023,
Libya,Solar thermal energy,2019,
Libya,Solar thermal energy,2020,
Libya,Solar thermal energy,2021,
Libya,Solar thermal energy,2022,
Libya,Solar thermal energy,2023,
Libya,Concentrated solar power,2019,
Libya,Concentrated solar power,2020,
Libya,Concentrated solar power,2021,
Libya,Concentrated solar power,2022,
Libya,Concentrated solar power,2023,
Libya,Onshore wind energy,2019,
Libya,Onshore wind energy,2020,
Libya,Onshore wind energy,2021,
Libya,Onshore wind energy,2022,
Libya,Onshore wind energy,2023,
Libya,Offshore wind energy,2019,
Libya,Offshore wind energy,2020,
Libya,Offshore wind energy,2021,
Libya,Offshore wind energy,2022,
Libya,Offshore wind energy,2023,
Libya,Renewable hydropower,2019,
Libya,Renewable hydropower,2020,
Libya,Renewable hydropower,2021,
Libya,Renewable hydropower,2022,
Libya,Renewable hydropower,2023,
Libya,Pumped storage,2019,
Libya,Pumped storage,2020,
Libya,Pumped storage,2021,
Libya,Pumped storage,2022,
Libya,Pumped storage,2023,
Libya,Marine energy,2019,
Libya,Marine energy,2020,
Libya,Marine energy,2021,
Libya,Marine energy,2022,
Libya,Marine energy,2023,
Libya,Nuclear,2019,0.01
Libya,Nuclear,2020,
Libya,Nuclear,2021,
Libya,Nuclear,2022,
Libya,Nuclear,2023,
Lithuania,Ongrid solar photovoltaic,2019,
Lithuania,Ongrid solar photovoltaic,2020,
Lithuania,Ongrid solar photovoltaic,2021,
Lithuania,Ongrid solar photovoltaic,2022,
Lithuania,Ongrid solar photovoltaic,2023,
Lithuania,Offgrid solar photovoltaic,2019,
Lithuania,Offgrid solar photovoltaic,2020,
Lithuania,Offgrid solar photovoltaic,2021,
Lithuania,Offgrid solar photovoltaic,2022,
Lithuania,Offgrid solar photovoltaic,2023,
Lithuania,Solar thermal energy,2019,
Lithuania,Solar thermal energy,2020,
Lithuania,Solar thermal energy,2021,
Lithuania,Solar thermal energy,2022,
Lithuania,Solar thermal energy,2023,
Lithuania,Concentrated solar power,2019,
Lithuania,Concentrated solar power,2020,
Lithuania,Concentrated solar power,2021,
Lithuania,Concentrated solar power,2022,
Lithuania,Concentrated solar power,2023,
Lithuania,Onshore wind energy,2019,
Lithuania,Onshore wind energy,2020,
Lithuania,Onshore wind energy,2021,
Lithuania,Onshore wind energy,2022,
Lithuania,Onshore wind energy,2023,42.13
Lithuania,Offshore wind energy,2019,
Lithuania,Offshore wind energy,2020,
Lithuania,Offshore wind energy,2021,
Lithuania,Offshore wind energy,2022,
Lithuania,Offshore wind energy,2023,
Lithuania,Renewable hydropower,2019,
Lithuania,Renewable hydropower,2020,
Lithuania,Renewable hydropower,2021,
Lithuania,Renewable hydropower,2022,
Lithuania,Renewable hydropower,2023,
Lithuania,Pumped storage,2019,
Lithuania,Pumped storage,2020,
Lithuania,Pumped storage,2021,
Lithuania,Pumped storage,2022,
Lithuania,Pumped storage,2023,
Lithuania,Marine energy,2019,
Lithuania,Marine energy,2020,
Lithuania,Marine energy,2021,
Lithuania,Marine energy,2022,
Lithuania,Marine energy,2023,
Lithuania,Nuclear,2019,
Lithuania,Nuclear,2020,
Lithuania,Nuclear,2021,
Lithuania,Nuclear,2022,
Lithuania,Nuclear,2023,
Madagascar,Ongrid solar photovoltaic,2019,0.06
Madagascar,Ongrid solar photovoltaic,2020,0.03
Madagascar,Ongrid solar photovoltaic,2021,
Madagascar,Ongrid solar photovoltaic,2022,0.29
Madagascar,Ongrid solar photovoltaic,2023,46.47
Madagascar,Offgrid solar photovoltaic,2019,0
Madagascar,Offgrid solar photovoltaic,2020,3.07
Madagascar,Offgrid solar photovoltaic,2021,2.84
Madagascar,Offgrid solar photovoltaic,2022,30.28
Madagascar,Offgrid solar photovoltaic,2023,214.12
Madagascar,Solar thermal energy,2019,0
Madagascar,Solar thermal energy,2020,0.03
Madagascar,Solar thermal energy,2021,0.02
Madagascar,Solar thermal energy,2022,
Madagascar,Solar thermal energy,2023,0.16
Madagascar,Concentrated solar power,2019,
Madagascar,Concentrated solar power,2020,
Madagascar,Concentrated solar power,2021,
Madagascar,Concentrated solar power,2022,
Madagascar,Concentrated solar power,2023,
Madagascar,Onshore wind energy,2019,0
Madagascar,Onshore wind energy,2020,0
Madagascar,Onshore wind energy,2021,0
Madagascar,Onshore wind energy,2022,0
Madagascar,Onshore wind energy,2023,0
Madagascar,Offshore wind energy,2019,
Madagascar,Offshore wind energy,2020,
Madagascar,Offshore wind energy,2021,
Madagascar,Offshore wind energy,2022,
Madagascar,Offshore wind energy,2023,
Madagascar,Renewable hydropower,2019,42.65
Madagascar,Renewable hydropower,2020,
Madagascar,Renewable hydropower,2021,91.18
Madagascar,Renewable hydropower,2022,7.45
Madagascar,Renewable hydropower,2023,39.5
Madagascar,Pumped storage,2019,
Madagascar,Pumped storage,2020,
Madagascar,Pumped storage,2021,
Madagascar,Pumped storage,2022,
Madagascar,Pumped storage,2023,
Madagascar,Marine energy,2019,
Madagascar,Marine energy,2020,
Madagascar,Marine energy,2021,
Madagascar,Marine energy,2022,
Madagascar,Marine energy,2023,
Madagascar,Nuclear,2019,
Madagascar,Nuclear,2020,
Madagascar,Nuclear,2021,
Madagascar,Nuclear,2022,
Madagascar,Nuclear,2023,
Malawi,Ongrid solar photovoltaic,2019,105.23
Malawi,Ongrid solar photovoltaic,2020,10.01
Malawi,Ongrid solar photovoltaic,2021,12.99
Malawi,Ongrid solar photovoltaic,2022,25.08
Malawi,Ongrid solar photovoltaic,2023,
Malawi,Offgrid solar photovoltaic,2019,4.48
Malawi,Offgrid solar photovoltaic,2020,0.01
Malawi,Offgrid solar photovoltaic,2021,0.21
Malawi,Offgrid solar photovoltaic,2022,3.76
Malawi,Offgrid solar photovoltaic,2023,0.54
Malawi,Solar thermal energy,2019,
Malawi,Solar thermal energy,2020,
Malawi,Solar thermal energy,2021,
Malawi,Solar thermal energy,2022,
Malawi,Solar thermal energy,2023,
Malawi,Concentrated solar power,2019,
Malawi,Concentrated solar power,2020,
Malawi,Concentrated solar power,2021,
Malawi,Concentrated solar power,2022,
Malawi,Concentrated solar power,2023,
Malawi,Onshore wind energy,2019,3.18
Malawi,Onshore wind energy,2020,
Malawi,Onshore wind energy,2021,
Malawi,Onshore wind energy,2022,
Malawi,Onshore wind energy,2023,
Malawi,Offshore wind energy,2019,
Malawi,Offshore wind energy,2020,
Malawi,Offshore wind energy,2021,
Malawi,Offshore wind energy,2022,
Malawi,Offshore wind energy,2023,
Malawi,Renewable hydropower,2019,7.31
Malawi,Renewable hydropower,2020,0.71
Malawi,Renewable hydropower,2021,1.53
Malawi,Renewable hydropower,2022,45.43
Malawi,Renewable hydropower,2023,13.14
Malawi,Pumped storage,2019,
Malawi,Pumped storage,2020,
Malawi,Pumped storage,2021,
Malawi,Pumped storage,2022,
Malawi,Pumped storage,2023,
Malawi,Marine energy,2019,
Malawi,Marine energy,2020,
Malawi,Marine energy,2021,
Malawi,Marine energy,2022,
Malawi,Marine energy,2023,
Malawi,Nuclear,2019,
Malawi,Nuclear,2020,
Malawi,Nuclear,2021,
Malawi,Nuclear,2022,
Malawi,Nuclear,2023,
Malaysia,Ongrid solar photovoltaic,2019,0
Malaysia,Ongrid solar photovoltaic,2020,3.87
Malaysia,Ongrid solar photovoltaic,2021,
Malaysia,Ongrid solar photovoltaic,2022,
Malaysia,Ongrid solar photovoltaic,2023,
Malaysia,Offgrid solar photovoltaic,2019,0.01
Malaysia,Offgrid solar photovoltaic,2020,
Malaysia,Offgrid solar photovoltaic,2021,
Malaysia,Offgrid solar photovoltaic,2022,
Malaysia,Offgrid solar photovoltaic,2023,
Malaysia,Solar thermal energy,2019,
Malaysia,Solar thermal energy,2020,
Malaysia,Solar thermal energy,2021,
Malaysia,Solar thermal energy,2022,
Malaysia,Solar thermal energy,2023,
Malaysia,Concentrated solar power,2019,
Malaysia,Concentrated solar power,2020,
Malaysia,Concentrated solar power,2021,
Malaysia,Concentrated solar power,2022,
Malaysia,Concentrated solar power,2023,
Malaysia,Onshore wind energy,2019,
Malaysia,Onshore wind energy,2020,
Malaysia,Onshore wind energy,2021,
Malaysia,Onshore wind energy,2022,
Malaysia,Onshore wind energy,2023,
Malaysia,Offshore wind energy,2019,
Malaysia,Offshore wind energy,2020,
Malaysia,Offshore wind energy,2021,
Malaysia,Offshore wind energy,2022,
Malaysia,Offshore wind energy,2023,
Malaysia,Renewable hydropower,2019,
Malaysia,Renewable hydropower,2020,
Malaysia,Renewable hydropower,2021,
Malaysia,Renewable hydropower,2022,
Malaysia,Renewable hydropower,2023,0.29
Malaysia,Pumped storage,2019,
Malaysia,Pumped storage,2020,
Malaysia,Pumped storage,2021,
Malaysia,Pumped storage,2022,
Malaysia,Pumped storage,2023,
Malaysia,Marine energy,2019,
Malaysia,Marine energy,2020,
Malaysia,Marine energy,2021,
Malaysia,Marine energy,2022,
Malaysia,Marine energy,2023,
Malaysia,Nuclear,2019,0.01
Malaysia,Nuclear,2020,0.09
Malaysia,Nuclear,2021,
Malaysia,Nuclear,2022,
Malaysia,Nuclear,2023,
Maldives,Ongrid solar photovoltaic,2019,
Maldives,Ongrid solar photovoltaic,2020,14.39
Maldives,Ongrid solar photovoltaic,2021,19.64
Maldives,Ongrid solar photovoltaic,2022,0.63
Maldives,Ongrid solar photovoltaic,2023,5.25
Maldives,Offgrid solar photovoltaic,2019,0.02
Maldives,Offgrid solar photovoltaic,2020,0.07
Maldives,Offgrid solar photovoltaic,2021,6.59
Maldives,Offgrid solar photovoltaic,2022,
Maldives,Offgrid solar photovoltaic,2023,
Maldives,Solar thermal energy,2019,4.24
Maldives,Solar thermal energy,2020,
Maldives,Solar thermal energy,2021,
Maldives,Solar thermal energy,2022,
Maldives,Solar thermal energy,2023,
Maldives,Concentrated solar power,2019,
Maldives,Concentrated solar power,2020,
Maldives,Concentrated solar power,2021,
Maldives,Concentrated solar power,2022,
Maldives,Concentrated solar power,2023,
Maldives,Onshore wind energy,2019,
Maldives,Onshore wind energy,2020,
Maldives,Onshore wind energy,2021,
Maldives,Onshore wind energy,2022,
Maldives,Onshore wind energy,2023,2.78
Maldives,Offshore wind energy,2019,
Maldives,Offshore wind energy,2020,
Maldives,Offshore wind energy,2021,
Maldives,Offshore wind energy,2022,
Maldives,Offshore wind energy,2023,
Maldives,Renewable hydropower,2019,
Maldives,Renewable hydropower,2020,
Maldives,Renewable hydropower,2021,
Maldives,Renewable hydropower,2022,
Maldives,Renewable hydropower,2023,
Maldives,Pumped storage,2019,
Maldives,Pumped storage,2020,
Maldives,Pumped storage,2021,
Maldives,Pumped storage,2022,
Maldives,Pumped storage,2023,
Maldives,Marine energy,2019,
Maldives,Marine energy,2020,
Maldives,Marine energy,2021,
Maldives,Marine energy,2022,
Maldives,Marine energy,2023,
Maldives,Nuclear,2019,
Maldives,Nuclear,2020,
Maldives,Nuclear,2021,
Maldives,Nuclear,2022,
Maldives,Nuclear,2023,
Mali,Ongrid solar photovoltaic,2019,16.74
Mali,Ongrid solar photovoltaic,2020,0.21
Mali,Ongrid solar photovoltaic,2021,
Mali,Ongrid solar photovoltaic,2022,2.94
Mali,Ongrid solar photovoltaic,2023,
Mali,Offgrid solar photovoltaic,2019,0.1
Mali,Offgrid solar photovoltaic,2020,0.34
Mali,Offgrid solar photovoltaic,2021,0.73
Mali,Offgrid solar photovoltaic,2022,0.75
Mali,Offgrid solar photovoltaic,2023,150.85
Mali,Solar thermal energy,2019,30.92
Mali,Solar thermal energy,2020,
Mali,Solar thermal energy,2021,
Mali,Solar thermal energy,2022,
Mali,Solar thermal energy,2023,
Mali,Concentrated solar power,2019,
Mali,Concentrated solar power,2020,
Mali,Concentrated solar power,2021,
Mali,Concentrated solar power,2022,
Mali,Concentrated solar power,2023,
Mali,Onshore wind energy,2019,
Mali,Onshore wind energy,2020,
Mali,Onshore wind energy,2021,0.27
Mali,Onshore wind energy,2022,
Mali,Onshore wind energy,2023,
Mali,Offshore wind energy,2019,
Mali,Offshore wind energy,2020,
Mali,Offshore wind energy,2021,
Mali,Offshore wind energy,2022,
Mali,Offshore wind energy,2023,
Mali,Renewable hydropower,2019,
Mali,Renewable hydropower,2020,
Mali,Renewable hydropower,2021,
Mali,Renewable hydropower,2022,
Mali,Renewable hydropower,2023,
Mali,Pumped storage,2019,
Mali,Pumped storage,2020,
Mali,Pumped storage,2021,
Mali,Pumped storage,2022,
Mali,Pumped storage,2023,
Mali,Marine energy,2019,
Mali,Marine energy,2020,
Mali,Marine energy,2021,
Mali,Marine energy,2022,
Mali,Marine energy,2023,
Mali,Nuclear,2019,
Mali,Nuclear,2020,
Mali,Nuclear,2021,
Mali,Nuclear,2022,
Mali,Nuclear,2023,
Malta,Ongrid solar photovoltaic,2019,
Malta,Ongrid solar photovoltaic,2020,
Malta,Ongrid solar photovoltaic,2021,
Malta,Ongrid solar photovoltaic,2022,
Malta,Ongrid solar photovoltaic,2023,
Malta,Offgrid solar photovoltaic,2019,
Malta,Offgrid solar photovoltaic,2020,
Malta,Offgrid solar photovoltaic,2021,
Malta,Offgrid solar photovoltaic,2022,
Malta,Offgrid solar photovoltaic,2023,
Malta,Solar thermal energy,2019,
Malta,Solar thermal energy,2020,
Malta,Solar thermal energy,2021,
Malta,Solar thermal energy,2022,
Malta,Solar thermal energy,2023,
Malta,Concentrated solar power,2019,
Malta,Concentrated solar power,2020,
Malta,Concentrated solar power,2021,
Malta,Concentrated solar power,2022,
Malta,Concentrated solar power,2023,
Malta,Onshore wind energy,2019,
Malta,Onshore wind energy,2020,
Malta,Onshore wind energy,2021,
Malta,Onshore wind energy,2022,
Malta,Onshore wind energy,2023,
Malta,Offshore wind energy,2019,
Malta,Offshore wind energy,2020,
Malta,Offshore wind energy,2021,
Malta,Offshore wind energy,2022,
Malta,Offshore wind energy,2023,
Malta,Renewable hydropower,2019,
Malta,Renewable hydropower,2020,
Malta,Renewable hydropower,2021,
Malta,Renewable hydropower,2022,
Malta,Renewable hydropower,2023,
Malta,Pumped storage,2019,
Malta,Pumped storage,2020,
Malta,Pumped storage,2021,
Malta,Pumped storage,2022,
Malta,Pumped storage,2023,
Malta,Marine energy,2019,
Malta,Marine energy,2020,
Malta,Marine energy,2021,
Malta,Marine energy,2022,
Malta,Marine energy,2023,
Malta,Nuclear,2019,
Malta,Nuclear,2020,
Malta,Nuclear,2021,
Malta,Nuclear,2022,
Malta,Nuclear,2023,
Marshall Islands (the),Ongrid solar photovoltaic,2019,
Marshall Islands (the),Ongrid solar photovoltaic,2020,
Marshall Islands (the),Ongrid solar photovoltaic,2021,0.18
Marshall Islands (the),Ongrid solar photovoltaic,2022,
Marshall Islands (the),Ongrid solar photovoltaic,2023,0.47
Marshall Islands (the),Offgrid solar photovoltaic,2019,
Marshall Islands (the),Offgrid solar photovoltaic,2020,
Marshall Islands (the),Offgrid solar photovoltaic,2021,
Marshall Islands (the),Offgrid solar photovoltaic,2022,
Marshall Islands (the),Offgrid solar photovoltaic,2023,
Marshall Islands (the),Solar thermal energy,2019,
Marshall Islands (the),Solar thermal energy,2020,
Marshall Islands (the),Solar thermal energy,2021,
Marshall Islands (the),Solar thermal energy,2022,
Marshall Islands (the),Solar thermal energy,2023,
Marshall Islands (the),Concentrated solar power,2019,
Marshall Islands (the),Concentrated solar power,2020,
Marshall Islands (the),Concentrated solar power,2021,
Marshall Islands (the),Concentrated solar power,2022,
Marshall Islands (the),Concentrated solar power,2023,
Marshall Islands (the),Onshore wind energy,2019,
Marshall Islands (the),Onshore wind energy,2020,
Marshall Islands (the),Onshore wind energy,2021,
Marshall Islands (the),Onshore wind energy,2022,
Marshall Islands (the),Onshore wind energy,2023,
Marshall Islands (the),Offshore wind energy,2019,
Marshall Islands (the),Offshore wind energy,2020,
Marshall Islands (the),Offshore wind energy,2021,
Marshall Islands (the),Offshore wind energy,2022,
Marshall Islands (the),Offshore wind energy,2023,
Marshall Islands (the),Renewable hydropower,2019,
Marshall Islands (the),Renewable hydropower,2020,
Marshall Islands (the),Renewable hydropower,2021,
Marshall Islands (the),Renewable hydropower,2022,
Marshall Islands (the),Renewable hydropower,2023,
Marshall Islands (the),Pumped storage,2019,
Marshall Islands (the),Pumped storage,2020,
Marshall Islands (the),Pumped storage,2021,
Marshall Islands (the),Pumped storage,2022,
Marshall Islands (the),Pumped storage,2023,
