Country/area,Technology,Year,Public Investments (2022 Million USD)
Marshall Islands (the),Marine energy,2019,
Marshall Islands (the),Marine energy,2020,
Marshall Islands (the),Marine energy,2021,
Marshall Islands (the),Marine energy,2022,
Marshall Islands (the),Marine energy,2023,
Marshall Islands (the),Nuclear,2019,
Marshall Islands (the),Nuclear,2020,
Marshall Islands (the),Nuclear,2021,
Marshall Islands (the),Nuclear,2022,
Marshall Islands (the),Nuclear,2023,
Mauritania,Ongrid solar photovoltaic,2019,12.42
Mauritania,Ongrid solar photovoltaic,2020,
Mauritania,Ongrid solar photovoltaic,2021,0.02
Mauritania,Ongrid solar photovoltaic,2022,0.48
Mauritania,Ongrid solar photovoltaic,2023,
Mauritania,Offgrid solar photovoltaic,2019,0.12
Mauritania,Offgrid solar photovoltaic,2020,0.11
Mauritania,Offgrid solar photovoltaic,2021,
Mauritania,Offgrid solar photovoltaic,2022,11.61
Mauritania,Offgrid solar photovoltaic,2023,0.54
Mauritania,Solar thermal energy,2019,
Mauritania,Solar thermal energy,2020,
Mauritania,Solar thermal energy,2021,
Mauritania,Solar thermal energy,2022,
Mauritania,Solar thermal energy,2023,
Mauritania,Concentrated solar power,2019,
Mauritania,Concentrated solar power,2020,
Mauritania,Concentrated solar power,2021,
Mauritania,Concentrated solar power,2022,
Mauritania,Concentrated solar power,2023,
Mauritania,Onshore wind energy,2019,
Mauritania,Onshore wind energy,2020,
Mauritania,Onshore wind energy,2021,
Mauritania,Onshore wind energy,2022,
Mauritania,Onshore wind energy,2023,
Mauritania,Offshore wind energy,2019,
Mauritania,Offshore wind energy,2020,
Mauritania,Offshore wind energy,2021,
Mauritania,Offshore wind energy,2022,
Mauritania,Offshore wind energy,2023,
Mauritania,Renewable hydropower,2019,
Mauritania,Renewable hydropower,2020,
Mauritania,Renewable hydropower,2021,
Mauritania,Renewable hydropower,2022,
Mauritania,Renewable hydropower,2023,
Mauritania,Pumped storage,2019,
Mauritania,Pumped storage,2020,
Mauritania,Pumped storage,2021,
Mauritania,Pumped storage,2022,
Mauritania,Pumped storage,2023,
Mauritania,Marine energy,2019,
Mauritania,Marine energy,2020,
Mauritania,Marine energy,2021,
Mauritania,Marine energy,2022,
Mauritania,Marine energy,2023,
Mauritania,Nuclear,2019,
Mauritania,Nuclear,2020,0.17
Mauritania,Nuclear,2021,
Mauritania,Nuclear,2022,
Mauritania,Nuclear,2023,
Mauritius,Ongrid solar photovoltaic,2019,
Mauritius,Ongrid solar photovoltaic,2020,
Mauritius,Ongrid solar photovoltaic,2021,
Mauritius,Ongrid solar photovoltaic,2022,
Mauritius,Ongrid solar photovoltaic,2023,
Mauritius,Offgrid solar photovoltaic,2019,
Mauritius,Offgrid solar photovoltaic,2020,
Mauritius,Offgrid solar photovoltaic,2021,
Mauritius,Offgrid solar photovoltaic,2022,
Mauritius,Offgrid solar photovoltaic,2023,
Mauritius,Solar thermal energy,2019,10.59
Mauritius,Solar thermal energy,2020,
Mauritius,Solar thermal energy,2021,
Mauritius,Solar thermal energy,2022,
Mauritius,Solar thermal energy,2023,
Mauritius,Concentrated solar power,2019,
Mauritius,Concentrated solar power,2020,
Mauritius,Concentrated solar power,2021,
Mauritius,Concentrated solar power,2022,
Mauritius,Concentrated solar power,2023,
Mauritius,Onshore wind energy,2019,
Mauritius,Onshore wind energy,2020,
Mauritius,Onshore wind energy,2021,
Mauritius,Onshore wind energy,2022,
Mauritius,Onshore wind energy,2023,
Mauritius,Offshore wind energy,2019,
Mauritius,Offshore wind energy,2020,
Mauritius,Offshore wind energy,2021,
Mauritius,Offshore wind energy,2022,
Mauritius,Offshore wind energy,2023,
Mauritius,Renewable hydropower,2019,
Mauritius,Renewable hydropower,2020,
Mauritius,Renewable hydropower,2021,
Mauritius,Renewable hydropower,2022,
Mauritius,Renewable hydropower,2023,
Mauritius,Pumped storage,2019,
Mauritius,Pumped storage,2020,
Mauritius,Pumped storage,2021,
Mauritius,Pumped storage,2022,
Mauritius,Pumped storage,2023,
Mauritius,Marine energy,2019,
Mauritius,Marine energy,2020,
Mauritius,Marine energy,2021,
Mauritius,Marine energy,2022,
Mauritius,Marine energy,2023,
Mauritius,Nuclear,2019,
Mauritius,Nuclear,2020,
Mauritius,Nuclear,2021,
Mauritius,Nuclear,2022,
Mauritius,Nuclear,2023,
Mexico,Ongrid solar photovoltaic,2019,257.22
Mexico,Ongrid solar photovoltaic,2020,372.04
Mexico,Ongrid solar photovoltaic,2021,77.99
Mexico,Ongrid solar photovoltaic,2022,0.54
Mexico,Ongrid solar photovoltaic,2023,1.04
Mexico,Offgrid solar photovoltaic,2019,
Mexico,Offgrid solar photovoltaic,2020,
Mexico,Offgrid solar photovoltaic,2021,
Mexico,Offgrid solar photovoltaic,2022,
Mexico,Offgrid solar photovoltaic,2023,0
Mexico,Solar thermal energy,2019,
Mexico,Solar thermal energy,2020,
Mexico,Solar thermal energy,2021,0.06
Mexico,Solar thermal energy,2022,0.13
Mexico,Solar thermal energy,2023,
Mexico,Concentrated solar power,2019,
Mexico,Concentrated solar power,2020,
Mexico,Concentrated solar power,2021,
Mexico,Concentrated solar power,2022,
Mexico,Concentrated solar power,2023,
Mexico,Onshore wind energy,2019,14.85
Mexico,Onshore wind energy,2020,
Mexico,Onshore wind energy,2021,
Mexico,Onshore wind energy,2022,
Mexico,Onshore wind energy,2023,
Mexico,Offshore wind energy,2019,
Mexico,Offshore wind energy,2020,
Mexico,Offshore wind energy,2021,
Mexico,Offshore wind energy,2022,
Mexico,Offshore wind energy,2023,
Mexico,Renewable hydropower,2019,
Mexico,Renewable hydropower,2020,
Mexico,Renewable hydropower,2021,217.62
Mexico,Renewable hydropower,2022,
Mexico,Renewable hydropower,2023,
Mexico,Pumped storage,2019,
Mexico,Pumped storage,2020,
Mexico,Pumped storage,2021,
Mexico,Pumped storage,2022,
Mexico,Pumped storage,2023,
Mexico,Marine energy,2019,
Mexico,Marine energy,2020,
Mexico,Marine energy,2021,
Mexico,Marine energy,2022,
Mexico,Marine energy,2023,
Mexico,Nuclear,2019,
Mexico,Nuclear,2020,
Mexico,Nuclear,2021,
Mexico,Nuclear,2022,
Mexico,Nuclear,2023,
Micronesia (Federated States of),Ongrid solar photovoltaic,2019,15.89
Micronesia (Federated States of),Ongrid solar photovoltaic,2020,
Micronesia (Federated States of),Ongrid solar photovoltaic,2021,
Micronesia (Federated States of),Ongrid solar photovoltaic,2022,1
Micronesia (Federated States of),Ongrid solar photovoltaic,2023,
Micronesia (Federated States of),Offgrid solar photovoltaic,2019,
Micronesia (Federated States of),Offgrid solar photovoltaic,2020,
Micronesia (Federated States of),Offgrid solar photovoltaic,2021,
Micronesia (Federated States of),Offgrid solar photovoltaic,2022,
Micronesia (Federated States of),Offgrid solar photovoltaic,2023,0.23
Micronesia (Federated States of),Solar thermal energy,2019,
Micronesia (Federated States of),Solar thermal energy,2020,
Micronesia (Federated States of),Solar thermal energy,2021,
Micronesia (Federated States of),Solar thermal energy,2022,
Micronesia (Federated States of),Solar thermal energy,2023,
Micronesia (Federated States of),Concentrated solar power,2019,
Micronesia (Federated States of),Concentrated solar power,2020,
Micronesia (Federated States of),Concentrated solar power,2021,
Micronesia (Federated States of),Concentrated solar power,2022,
Micronesia (Federated States of),Concentrated solar power,2023,
Micronesia (Federated States of),Onshore wind energy,2019,
Micronesia (Federated States of),Onshore wind energy,2020,
Micronesia (Federated States of),Onshore wind energy,2021,
Micronesia (Federated States of),Onshore wind energy,2022,
Micronesia (Federated States of),Onshore wind energy,2023,
Micronesia (Federated States of),Offshore wind energy,2019,
Micronesia (Federated States of),Offshore wind energy,2020,
Micronesia (Federated States of),Offshore wind energy,2021,
Micronesia (Federated States of),Offshore wind energy,2022,
Micronesia (Federated States of),Offshore wind energy,2023,
Micronesia (Federated States of),Renewable hydropower,2019,
Micronesia (Federated States of),Renewable hydropower,2020,
Micronesia (Federated States of),Renewable hydropower,2021,
Micronesia (Federated States of),Renewable hydropower,2022,1.4
Micronesia (Federated States of),Renewable hydropower,2023,
Micronesia (Federated States of),Pumped storage,2019,
Micronesia (Federated States of),Pumped storage,2020,
Micronesia (Federated States of),Pumped storage,2021,
Micronesia (Federated States of),Pumped storage,2022,
Micronesia (Federated States of),Pumped storage,2023,
Micronesia (Federated States of),Marine energy,2019,
Micronesia (Federated States of),Marine energy,2020,
Micronesia (Federated States of),Marine energy,2021,
Micronesia (Federated States of),Marine energy,2022,
Micronesia (Federated States of),Marine energy,2023,
Micronesia (Federated States of),Nuclear,2019,
Micronesia (Federated States of),Nuclear,2020,
Micronesia (Federated States of),Nuclear,2021,
Micronesia (Federated States of),Nuclear,2022,
Micronesia (Federated States of),Nuclear,2023,
Mongolia,Ongrid solar photovoltaic,2019,10.17
Mongolia,Ongrid solar photovoltaic,2020,31.63
Mongolia,Ongrid solar photovoltaic,2021,
Mongolia,Ongrid solar photovoltaic,2022,
Mongolia,Ongrid solar photovoltaic,2023,
Mongolia,Offgrid solar photovoltaic,2019,
Mongolia,Offgrid solar photovoltaic,2020,
Mongolia,Offgrid solar photovoltaic,2021,
Mongolia,Offgrid solar photovoltaic,2022,
Mongolia,Offgrid solar photovoltaic,2023,0.01
Mongolia,Solar thermal energy,2019,
Mongolia,Solar thermal energy,2020,
Mongolia,Solar thermal energy,2021,2.17
Mongolia,Solar thermal energy,2022,
Mongolia,Solar thermal energy,2023,
Mongolia,Concentrated solar power,2019,
Mongolia,Concentrated solar power,2020,
Mongolia,Concentrated solar power,2021,
Mongolia,Concentrated solar power,2022,
Mongolia,Concentrated solar power,2023,
Mongolia,Onshore wind energy,2019,
Mongolia,Onshore wind energy,2020,25.7
Mongolia,Onshore wind energy,2021,
Mongolia,Onshore wind energy,2022,
Mongolia,Onshore wind energy,2023,
Mongolia,Offshore wind energy,2019,
Mongolia,Offshore wind energy,2020,
Mongolia,Offshore wind energy,2021,
Mongolia,Offshore wind energy,2022,
Mongolia,Offshore wind energy,2023,
Mongolia,Renewable hydropower,2019,
Mongolia,Renewable hydropower,2020,
Mongolia,Renewable hydropower,2021,
Mongolia,Renewable hydropower,2022,0.05
Mongolia,Renewable hydropower,2023,0.08
Mongolia,Pumped storage,2019,
Mongolia,Pumped storage,2020,
Mongolia,Pumped storage,2021,
Mongolia,Pumped storage,2022,
Mongolia,Pumped storage,2023,
Mongolia,Marine energy,2019,
Mongolia,Marine energy,2020,
Mongolia,Marine energy,2021,
Mongolia,Marine energy,2022,
Mongolia,Marine energy,2023,
Mongolia,Nuclear,2019,0.01
Mongolia,Nuclear,2020,
Mongolia,Nuclear,2021,
Mongolia,Nuclear,2022,
Mongolia,Nuclear,2023,
Montenegro,Ongrid solar photovoltaic,2019,
Montenegro,Ongrid solar photovoltaic,2020,
Montenegro,Ongrid solar photovoltaic,2021,
Montenegro,Ongrid solar photovoltaic,2022,
Montenegro,Ongrid solar photovoltaic,2023,4.14
Montenegro,Offgrid solar photovoltaic,2019,
Montenegro,Offgrid solar photovoltaic,2020,
Montenegro,Offgrid solar photovoltaic,2021,
Montenegro,Offgrid solar photovoltaic,2022,
Montenegro,Offgrid solar photovoltaic,2023,
Montenegro,Solar thermal energy,2019,
Montenegro,Solar thermal energy,2020,
Montenegro,Solar thermal energy,2021,
Montenegro,Solar thermal energy,2022,
Montenegro,Solar thermal energy,2023,
Montenegro,Concentrated solar power,2019,
Montenegro,Concentrated solar power,2020,
Montenegro,Concentrated solar power,2021,
Montenegro,Concentrated solar power,2022,
Montenegro,Concentrated solar power,2023,
Montenegro,Onshore wind energy,2019,
Montenegro,Onshore wind energy,2020,
Montenegro,Onshore wind energy,2021,
Montenegro,Onshore wind energy,2022,
Montenegro,Onshore wind energy,2023,59.07
Montenegro,Offshore wind energy,2019,
Montenegro,Offshore wind energy,2020,
Montenegro,Offshore wind energy,2021,
Montenegro,Offshore wind energy,2022,
Montenegro,Offshore wind energy,2023,
Montenegro,Renewable hydropower,2019,
Montenegro,Renewable hydropower,2020,16.95
Montenegro,Renewable hydropower,2021,
Montenegro,Renewable hydropower,2022,
Montenegro,Renewable hydropower,2023,
Montenegro,Pumped storage,2019,
Montenegro,Pumped storage,2020,
Montenegro,Pumped storage,2021,
Montenegro,Pumped storage,2022,
Montenegro,Pumped storage,2023,
Montenegro,Marine energy,2019,
Montenegro,Marine energy,2020,
Montenegro,Marine energy,2021,
Montenegro,Marine energy,2022,
Montenegro,Marine energy,2023,
Montenegro,Nuclear,2019,0.01
Montenegro,Nuclear,2020,
Montenegro,Nuclear,2021,
Montenegro,Nuclear,2022,
Montenegro,Nuclear,2023,
Montserrat,Ongrid solar photovoltaic,2019,
Montserrat,Ongrid solar photovoltaic,2020,
Montserrat,Ongrid solar photovoltaic,2021,
Montserrat,Ongrid solar photovoltaic,2022,
Montserrat,Ongrid solar photovoltaic,2023,
Montserrat,Offgrid solar photovoltaic,2019,
Montserrat,Offgrid solar photovoltaic,2020,
Montserrat,Offgrid solar photovoltaic,2021,
Montserrat,Offgrid solar photovoltaic,2022,
Montserrat,Offgrid solar photovoltaic,2023,
Montserrat,Solar thermal energy,2019,
Montserrat,Solar thermal energy,2020,
Montserrat,Solar thermal energy,2021,
Montserrat,Solar thermal energy,2022,
Montserrat,Solar thermal energy,2023,
Montserrat,Concentrated solar power,2019,
Montserrat,Concentrated solar power,2020,
Montserrat,Concentrated solar power,2021,
Montserrat,Concentrated solar power,2022,
Montserrat,Concentrated solar power,2023,
Montserrat,Onshore wind energy,2019,
Montserrat,Onshore wind energy,2020,
Montserrat,Onshore wind energy,2021,
Montserrat,Onshore wind energy,2022,
Montserrat,Onshore wind energy,2023,
Montserrat,Offshore wind energy,2019,
Montserrat,Offshore wind energy,2020,
Montserrat,Offshore wind energy,2021,
Montserrat,Offshore wind energy,2022,
Montserrat,Offshore wind energy,2023,
Montserrat,Renewable hydropower,2019,
Montserrat,Renewable hydropower,2020,
Montserrat,Renewable hydropower,2021,
Montserrat,Renewable hydropower,2022,
Montserrat,Renewable hydropower,2023,
Montserrat,Pumped storage,2019,
Montserrat,Pumped storage,2020,
Montserrat,Pumped storage,2021,
Montserrat,Pumped storage,2022,
Montserrat,Pumped storage,2023,
Montserrat,Marine energy,2019,
Montserrat,Marine energy,2020,
Montserrat,Marine energy,2021,
Montserrat,Marine energy,2022,
Montserrat,Marine energy,2023,
Montserrat,Nuclear,2019,
Montserrat,Nuclear,2020,
Montserrat,Nuclear,2021,
Montserrat,Nuclear,2022,
Montserrat,Nuclear,2023,
Morocco,Ongrid solar photovoltaic,2019,310.39
Morocco,Ongrid solar photovoltaic,2020,1.69
Morocco,Ongrid solar photovoltaic,2021,0.54
Morocco,Ongrid solar photovoltaic,2022,0
Morocco,Ongrid solar photovoltaic,2023,101.67
Morocco,Offgrid solar photovoltaic,2019,
Morocco,Offgrid solar photovoltaic,2020,
Morocco,Offgrid solar photovoltaic,2021,
Morocco,Offgrid solar photovoltaic,2022,0.05
Morocco,Offgrid solar photovoltaic,2023,101.67
Morocco,Solar thermal energy,2019,0.01
Morocco,Solar thermal energy,2020,
Morocco,Solar thermal energy,2021,
Morocco,Solar thermal energy,2022,
Morocco,Solar thermal energy,2023,
Morocco,Concentrated solar power,2019,53.36
Morocco,Concentrated solar power,2020,
Morocco,Concentrated solar power,2021,
Morocco,Concentrated solar power,2022,
Morocco,Concentrated solar power,2023,11.01
Morocco,Onshore wind energy,2019,273.99
Morocco,Onshore wind energy,2020,79.84
Morocco,Onshore wind energy,2021,
Morocco,Onshore wind energy,2022,51.23
Morocco,Onshore wind energy,2023,0.88
Morocco,Offshore wind energy,2019,
Morocco,Offshore wind energy,2020,
Morocco,Offshore wind energy,2021,
Morocco,Offshore wind energy,2022,
Morocco,Offshore wind energy,2023,
Morocco,Renewable hydropower,2019,
Morocco,Renewable hydropower,2020,168.76
Morocco,Renewable hydropower,2021,
Morocco,Renewable hydropower,2022,
Morocco,Renewable hydropower,2023,0.46
Morocco,Pumped storage,2019,
Morocco,Pumped storage,2020,
Morocco,Pumped storage,2021,
Morocco,Pumped storage,2022,
Morocco,Pumped storage,2023,
Morocco,Marine energy,2019,
Morocco,Marine energy,2020,
Morocco,Marine energy,2021,
Morocco,Marine energy,2022,
Morocco,Marine energy,2023,
Morocco,Nuclear,2019,0.17
Morocco,Nuclear,2020,0.1
Morocco,Nuclear,2021,
Morocco,Nuclear,2022,0
Morocco,Nuclear,2023,
Mozambique,Ongrid solar photovoltaic,2019,33.35
Mozambique,Ongrid solar photovoltaic,2020,7.33
Mozambique,Ongrid solar photovoltaic,2021,19.76
Mozambique,Ongrid solar photovoltaic,2022,0.99
Mozambique,Ongrid solar photovoltaic,2023,
Mozambique,Offgrid solar photovoltaic,2019,6.21
Mozambique,Offgrid solar photovoltaic,2020,
Mozambique,Offgrid solar photovoltaic,2021,23.41
Mozambique,Offgrid solar photovoltaic,2022,0.07
Mozambique,Offgrid solar photovoltaic,2023,12.27
Mozambique,Solar thermal energy,2019,19.15
Mozambique,Solar thermal energy,2020,
Mozambique,Solar thermal energy,2021,
Mozambique,Solar thermal energy,2022,
Mozambique,Solar thermal energy,2023,
Mozambique,Concentrated solar power,2019,
Mozambique,Concentrated solar power,2020,
Mozambique,Concentrated solar power,2021,
Mozambique,Concentrated solar power,2022,
Mozambique,Concentrated solar power,2023,
Mozambique,Onshore wind energy,2019,8.9
Mozambique,Onshore wind energy,2020,3.49
Mozambique,Onshore wind energy,2021,
Mozambique,Onshore wind energy,2022,0.08
Mozambique,Onshore wind energy,2023,
Mozambique,Offshore wind energy,2019,
Mozambique,Offshore wind energy,2020,
Mozambique,Offshore wind energy,2021,
Mozambique,Offshore wind energy,2022,
Mozambique,Offshore wind energy,2023,
Mozambique,Renewable hydropower,2019,8.9
Mozambique,Renewable hydropower,2020,
Mozambique,Renewable hydropower,2021,
Mozambique,Renewable hydropower,2022,105.16
Mozambique,Renewable hydropower,2023,
Mozambique,Pumped storage,2019,
Mozambique,Pumped storage,2020,
Mozambique,Pumped storage,2021,
Mozambique,Pumped storage,2022,
Mozambique,Pumped storage,2023,
Mozambique,Marine energy,2019,
Mozambique,Marine energy,2020,
Mozambique,Marine energy,2021,
Mozambique,Marine energy,2022,
Mozambique,Marine energy,2023,
Mozambique,Nuclear,2019,
Mozambique,Nuclear,2020,
Mozambique,Nuclear,2021,
Mozambique,Nuclear,2022,
Mozambique,Nuclear,2023,
Multilateral,Ongrid solar photovoltaic,2019,
Multilateral,Ongrid solar photovoltaic,2020,
Multilateral,Ongrid solar photovoltaic,2021,
Multilateral,Ongrid solar photovoltaic,2022,
Multilateral,Ongrid solar photovoltaic,2023,
Multilateral,Offgrid solar photovoltaic,2019,0.16
Multilateral,Offgrid solar photovoltaic,2020,
Multilateral,Offgrid solar photovoltaic,2021,
Multilateral,Offgrid solar photovoltaic,2022,6.88
Multilateral,Offgrid solar photovoltaic,2023,
Multilateral,Solar thermal energy,2019,
Multilateral,Solar thermal energy,2020,
Multilateral,Solar thermal energy,2021,
Multilateral,Solar thermal energy,2022,
Multilateral,Solar thermal energy,2023,
Multilateral,Concentrated solar power,2019,
Multilateral,Concentrated solar power,2020,
Multilateral,Concentrated solar power,2021,
Multilateral,Concentrated solar power,2022,
Multilateral,Concentrated solar power,2023,
