Country/area,Technology,Data Type,Grid connection,2019,2020,2021,2022,2023,2024
Sudan (the),Solar photovoltaic,Electricity Installed Capacity (MW),Off-grid,80.63,117.27,136,136,136,136
Sudan (the),Solar photovoltaic,Electricity Installed Capacity (MW),On-grid,0.29,0.29,0.29,54.29,54.29,54.29
Sudan (the),Solar thermal energy,Electricity Generation (GWh),Off-grid,,,,,,
Sudan (the),Solar thermal energy,Electricity Generation (GWh),On-grid,,,,,,
Sudan (the),Solar thermal energy,Electricity Installed Capacity (MW),Off-grid,,,,,,
Sudan (the),Solar thermal energy,Electricity Installed Capacity (MW),On-grid,,,,,,
Sudan (the),Total renewable,Electricity Generation (GWh),Off-grid,21.09,27.11,27.11,27.11,27.11,
Sudan (the),Total renewable,Electricity Generation (GWh),On-grid,10319.44,11111.12,10147.4,10248.43,10246.87,
Sudan (the),Total renewable,Electricity Installed Capacity (MW),Off-grid,80.63,117.27,136,136,136,136
Sudan (the),Total renewable,Electricity Installed Capacity (MW),On-grid,1681.29,1681.29,1681.29,1735.29,1735.29,1735.29
Suriname,Mixed Hydro Plants,Electricity Generation (GWh),Off-grid,,,,,,
Suriname,Mixed Hydro Plants,Electricity Generation (GWh),On-grid,,,,,,
Suriname,Mixed Hydro Plants,Electricity Installed Capacity (MW),Off-grid,,,,,,
Suriname,Mixed Hydro Plants,Electricity Installed Capacity (MW),On-grid,,,,,,
Suriname,Nuclear,Electricity Generation (GWh),Off-grid,,,,,,
Suriname,Nuclear,Electricity Generation (GWh),On-grid,,,,,,
Suriname,Nuclear,Electricity Installed Capacity (MW),Off-grid,,,,,,
Suriname,Nuclear,Electricity Installed Capacity (MW),On-grid,,,,,,
Suriname,Offshore wind energy,Electricity Generation (GWh),Off-grid,,,,,,
Suriname,Offshore wind energy,Electricity Generation (GWh),On-grid,,,,,,
Suriname,Offshore wind energy,Electricity Installed Capacity (MW),Off-grid,,,,,,
Suriname,Offshore wind energy,Electricity Installed Capacity (MW),On-grid,,,,,,
Suriname,Onshore wind energy,Electricity Generation (GWh),Off-grid,,,,,,
Suriname,Onshore wind energy,Electricity Generation (GWh),On-grid,,,,,,
Suriname,Onshore wind energy,Electricity Installed Capacity (MW),Off-grid,,,,,,
Suriname,Onshore wind energy,Electricity Installed Capacity (MW),On-grid,,,,,,
Suriname,Other non-renewable energy,Electricity Generation (GWh),Off-grid,,,,,,
Suriname,Other non-renewable energy,Electricity Generation (GWh),On-grid,,,,,,
Suriname,Other non-renewable energy,Electricity Installed Capacity (MW),Off-grid,,,,,,
Suriname,Other non-renewable energy,Electricity Installed Capacity (MW),On-grid,,,,,,
Suriname,Pumped storage,Electricity Generation (GWh),Off-grid,,,,,,
Suriname,Pumped storage,Electricity Generation (GWh),On-grid,,,,,,
Suriname,Pumped storage,Electricity Installed Capacity (MW),Off-grid,,,,,,
Suriname,Pumped storage,Electricity Installed Capacity (MW),On-grid,,,,,,
Suriname,Renewable hydropower,Electricity Generation (GWh),Off-grid,0.12,0.12,0.12,0.12,0.12,
Suriname,Renewable hydropower,Electricity Generation (GWh),On-grid,952,884.8,1072.8,1166.8,1150.8,
Suriname,Renewable hydropower,Electricity Installed Capacity (MW),Off-grid,0.04,0.04,0.04,0.04,0.04,0.04
Suriname,Renewable hydropower,Electricity Installed Capacity (MW),On-grid,180,180,180,180,180,180
Suriname,Solar photovoltaic,Electricity Generation (GWh),Off-grid,0.83,0.84,1.56,2.64,3,
Suriname,Solar photovoltaic,Electricity Generation (GWh),On-grid,7.24,7.24,7.24,7.24,8.1,
Suriname,Solar photovoltaic,Electricity Installed Capacity (MW),Off-grid,0.59,0.59,1.59,2.09,2.09,3.52
Suriname,Solar photovoltaic,Electricity Installed Capacity (MW),On-grid,5.03,5.03,5.03,5.03,6.23,6.33
Suriname,Solar thermal energy,Electricity Generation (GWh),Off-grid,,,,,,
Suriname,Solar thermal energy,Electricity Generation (GWh),On-grid,,,,,,
Suriname,Solar thermal energy,Electricity Installed Capacity (MW),Off-grid,,,,,,
Suriname,Solar thermal energy,Electricity Installed Capacity (MW),On-grid,,,,,,
Suriname,Total renewable,Electricity Generation (GWh),Off-grid,6.96,6.97,7.69,8.77,9.13,
Suriname,Total renewable,Electricity Generation (GWh),On-grid,959.24,892.04,1080.04,1174.04,1158.9,
Suriname,Total renewable,Electricity Installed Capacity (MW),Off-grid,2.12,2.12,3.12,3.62,3.62,5.06
Suriname,Total renewable,Electricity Installed Capacity (MW),On-grid,185.03,185.03,185.03,185.03,186.23,186.33
Sweden,Mixed Hydro Plants,Electricity Generation (GWh),Off-grid,,,,,,
Sweden,Mixed Hydro Plants,Electricity Generation (GWh),On-grid,,,,,,
Sweden,Mixed Hydro Plants,Electricity Installed Capacity (MW),Off-grid,,,,,,
Sweden,Mixed Hydro Plants,Electricity Installed Capacity (MW),On-grid,99,99,99,99,99,99
Sweden,Nuclear,Electricity Generation (GWh),Off-grid,,,,,,
Sweden,Nuclear,Electricity Generation (GWh),On-grid,66130,49198,52965,51944,48470,
Sweden,Nuclear,Electricity Installed Capacity (MW),Off-grid,,,,,,
Sweden,Nuclear,Electricity Installed Capacity (MW),On-grid,8624,7777,6899,6901,7001,7001
Sweden,Offshore wind energy,Electricity Generation (GWh),Off-grid,,,,,,
Sweden,Offshore wind energy,Electricity Generation (GWh),On-grid,606,633,547,550,549,
Sweden,Offshore wind energy,Electricity Installed Capacity (MW),Off-grid,,,,,,
Sweden,Offshore wind energy,Electricity Installed Capacity (MW),On-grid,203,203,193,193,193,193
Sweden,Onshore wind energy,Electricity Generation (GWh),Off-grid,,,,,,
Sweden,Onshore wind energy,Electricity Generation (GWh),On-grid,19241,26893,26697,32703,33696,
Sweden,Onshore wind energy,Electricity Installed Capacity (MW),Off-grid,,,,,,
Sweden,Onshore wind energy,Electricity Installed Capacity (MW),On-grid,8478,9773,11923,14086,16031,17046
Sweden,Other non-renewable energy,Electricity Generation (GWh),Off-grid,,,,,,
Sweden,Other non-renewable energy,Electricity Generation (GWh),On-grid,1670,1544,1680,1656,1313,
Sweden,Other non-renewable energy,Electricity Installed Capacity (MW),Off-grid,,,,,,
Sweden,Other non-renewable energy,Electricity Installed Capacity (MW),On-grid,757.5,622.5,386,335.5,438,438
Sweden,Pumped storage,Electricity Generation (GWh),Off-grid,,,,,,
Sweden,Pumped storage,Electricity Generation (GWh),On-grid,22,51,41,96,53,
Sweden,Pumped storage,Electricity Installed Capacity (MW),Off-grid,,,,,,
Sweden,Pumped storage,Electricity Installed Capacity (MW),On-grid,,,,,,
Sweden,Renewable hydropower,Electricity Generation (GWh),Off-grid,,,,,,
Sweden,Renewable hydropower,Electricity Generation (GWh),On-grid,65371,72389,73885,69871,66187,
Sweden,Renewable hydropower,Electricity Installed Capacity (MW),Off-grid,,,,,,
Sweden,Renewable hydropower,Electricity Installed Capacity (MW),On-grid,16363,16307,16308,16300,16307,16407
Sweden,Solar photovoltaic,Electricity Generation (GWh),Off-grid,15,16,18,17,21,
Sweden,Solar photovoltaic,Electricity Generation (GWh),On-grid,664,1035,1508,1963,3093,
Sweden,Solar photovoltaic,Electricity Installed Capacity (MW),Off-grid,16,17,19,19,19,19
Sweden,Solar photovoltaic,Electricity Installed Capacity (MW),On-grid,698,1090,1587,2369,3974,4944
Sweden,Solar thermal energy,Electricity Generation (GWh),Off-grid,,,,,,
Sweden,Solar thermal energy,Electricity Generation (GWh),On-grid,,,,,,
Sweden,Solar thermal energy,Electricity Installed Capacity (MW),Off-grid,,,,,,
Sweden,Solar thermal energy,Electricity Installed Capacity (MW),On-grid,,,,,,
Sweden,Total renewable,Electricity Generation (GWh),Off-grid,15,16,18,17,21,
Sweden,Total renewable,Electricity Generation (GWh),On-grid,98918,112127,115719,118219,115225,
Sweden,Total renewable,Electricity Installed Capacity (MW),Off-grid,16,17,19,19,19,19
Sweden,Total renewable,Electricity Installed Capacity (MW),On-grid,31139.5,31933.5,34486,37553.5,40259,42344
Switzerland,Mixed Hydro Plants,Electricity Generation (GWh),Off-grid,,,,,,
Switzerland,Mixed Hydro Plants,Electricity Generation (GWh),On-grid,,,,,,
Switzerland,Mixed Hydro Plants,Electricity Installed Capacity (MW),Off-grid,,,,,,
Switzerland,Mixed Hydro Plants,Electricity Installed Capacity (MW),On-grid,10786,10786.38,10786.38,11705.98,11719.13,11719.13
Switzerland,Nuclear,Electricity Generation (GWh),Off-grid,,,,,,
Switzerland,Nuclear,Electricity Generation (GWh),On-grid,26417.6,24024.55,19363.85,24153.09,24384.03,
Switzerland,Nuclear,Electricity Installed Capacity (MW),Off-grid,,,,,,
Switzerland,Nuclear,Electricity Installed Capacity (MW),On-grid,3333,3333,2960,2960,2973,2973
Switzerland,Offshore wind energy,Electricity Generation (GWh),Off-grid,,,,,,
Switzerland,Offshore wind energy,Electricity Generation (GWh),On-grid,,,,,,
Switzerland,Offshore wind energy,Electricity Installed Capacity (MW),Off-grid,,,,,,
Switzerland,Offshore wind energy,Electricity Installed Capacity (MW),On-grid,,,,,,
Switzerland,Onshore wind energy,Electricity Generation (GWh),Off-grid,,,,,,
Switzerland,Onshore wind energy,Electricity Generation (GWh),On-grid,145.92,145.45,144.94,149.69,168.53,
Switzerland,Onshore wind energy,Electricity Installed Capacity (MW),Off-grid,,,,,,
Switzerland,Onshore wind energy,Electricity Installed Capacity (MW),On-grid,75,87.12,88.32,88.32,88.32,102.12
Switzerland,Other non-renewable energy,Electricity Generation (GWh),Off-grid,,,,,,
Switzerland,Other non-renewable energy,Electricity Generation (GWh),On-grid,1261.18,1232.61,1192.3,1174.68,1127.04,
Switzerland,Other non-renewable energy,Electricity Installed Capacity (MW),Off-grid,,,,,,
Switzerland,Other non-renewable energy,Electricity Installed Capacity (MW),On-grid,211,210.75,202.95,197.75,197.75,197.75
Switzerland,Pumped storage,Electricity Generation (GWh),Off-grid,,,,,,
Switzerland,Pumped storage,Electricity Generation (GWh),On-grid,2922.03,3152.51,2930.52,3935.87,3800.13,
Switzerland,Pumped storage,Electricity Installed Capacity (MW),Off-grid,,,,,,
Switzerland,Pumped storage,Electricity Installed Capacity (MW),On-grid,562,562,562,562,562,562
Switzerland,Renewable hydropower,Electricity Generation (GWh),Off-grid,,,,,,
Switzerland,Renewable hydropower,Electricity Generation (GWh),On-grid,38039.53,37869.65,36964.49,29900.14,37387.68,
Switzerland,Renewable hydropower,Electricity Installed Capacity (MW),Off-grid,,,,,,
Switzerland,Renewable hydropower,Electricity Installed Capacity (MW),On-grid,4226,4245.69,4263.28,4299.61,4315.81,4315.81
Switzerland,Solar photovoltaic,Electricity Generation (GWh),Off-grid,,,,,,
Switzerland,Solar photovoltaic,Electricity Generation (GWh),On-grid,2177.67,2598.66,2842,3857.76,4624.31,
Switzerland,Solar photovoltaic,Electricity Installed Capacity (MW),Off-grid,,,,,,
Switzerland,Solar photovoltaic,Electricity Installed Capacity (MW),On-grid,2425,2875.26,3515.43,4528.38,6063.68,7763.68
Switzerland,Solar thermal energy,Electricity Generation (GWh),Off-grid,,,,,,
Switzerland,Solar thermal energy,Electricity Generation (GWh),On-grid,,,,,,
Switzerland,Solar thermal energy,Electricity Installed Capacity (MW),Off-grid,,,,,,
Switzerland,Solar thermal energy,Electricity Installed Capacity (MW),On-grid,,,,,,
Switzerland,Total renewable,Electricity Generation (GWh),Off-grid,,,,,,
Switzerland,Total renewable,Electricity Generation (GWh),On-grid,42242.82,42604.91,42018.09,35986.24,44263.85,
Switzerland,Total renewable,Electricity Installed Capacity (MW),Off-grid,,,,,,
Switzerland,Total renewable,Electricity Installed Capacity (MW),On-grid,17793.61,18279.69,18932.33,20896.77,22461.49,24175.29
Syrian Arab Republic (the),Mixed Hydro Plants,Electricity Generation (GWh),Off-grid,,,,,,
Syrian Arab Republic (the),Mixed Hydro Plants,Electricity Generation (GWh),On-grid,,,,,,
Syrian Arab Republic (the),Mixed Hydro Plants,Electricity Installed Capacity (MW),Off-grid,,,,,,
Syrian Arab Republic (the),Mixed Hydro Plants,Electricity Installed Capacity (MW),On-grid,,,,,,
Syrian Arab Republic (the),Nuclear,Electricity Generation (GWh),Off-grid,,,,,,
Syrian Arab Republic (the),Nuclear,Electricity Generation (GWh),On-grid,,,,,,
Syrian Arab Republic (the),Nuclear,Electricity Installed Capacity (MW),Off-grid,,,,,,
Syrian Arab Republic (the),Nuclear,Electricity Installed Capacity (MW),On-grid,,,,,,
Syrian Arab Republic (the),Offshore wind energy,Electricity Generation (GWh),Off-grid,,,,,,
Syrian Arab Republic (the),Offshore wind energy,Electricity Generation (GWh),On-grid,,,,,,
Syrian Arab Republic (the),Offshore wind energy,Electricity Installed Capacity (MW),Off-grid,,,,,,
Syrian Arab Republic (the),Offshore wind energy,Electricity Installed Capacity (MW),On-grid,,,,,,
Syrian Arab Republic (the),Onshore wind energy,Electricity Generation (GWh),Off-grid,1.05,1.05,1.05,1.05,1.05,
Syrian Arab Republic (the),Onshore wind energy,Electricity Generation (GWh),On-grid,,,,,,
Syrian Arab Republic (the),Onshore wind energy,Electricity Installed Capacity (MW),Off-grid,0.6,0.6,0.6,0.6,0.6,0.6
Syrian Arab Republic (the),Onshore wind energy,Electricity Installed Capacity (MW),On-grid,,,,,,
Syrian Arab Republic (the),Other non-renewable energy,Electricity Generation (GWh),Off-grid,,,,,,
Syrian Arab Republic (the),Other non-renewable energy,Electricity Generation (GWh),On-grid,,,,,,
Syrian Arab Republic (the),Other non-renewable energy,Electricity Installed Capacity (MW),Off-grid,,,,,,
Syrian Arab Republic (the),Other non-renewable energy,Electricity Installed Capacity (MW),On-grid,,,,,,
Syrian Arab Republic (the),Pumped storage,Electricity Generation (GWh),Off-grid,,,,,,
Syrian Arab Republic (the),Pumped storage,Electricity Generation (GWh),On-grid,,,,,,
Syrian Arab Republic (the),Pumped storage,Electricity Installed Capacity (MW),Off-grid,,,,,,
Syrian Arab Republic (the),Pumped storage,Electricity Installed Capacity (MW),On-grid,,,,,,
Syrian Arab Republic (the),Renewable hydropower,Electricity Generation (GWh),Off-grid,,,,,,
Syrian Arab Republic (the),Renewable hydropower,Electricity Generation (GWh),On-grid,754,754,754,754,754,
Syrian Arab Republic (the),Renewable hydropower,Electricity Installed Capacity (MW),Off-grid,,,,,,
Syrian Arab Republic (the),Renewable hydropower,Electricity Installed Capacity (MW),On-grid,1490,1490,1490,1490,1490,1490
Syrian Arab Republic (the),Solar photovoltaic,Electricity Generation (GWh),Off-grid,,,,,,
Syrian Arab Republic (the),Solar photovoltaic,Electricity Generation (GWh),On-grid,4.3,20.3,58.1,102.1,102.1,
Syrian Arab Republic (the),Solar photovoltaic,Electricity Installed Capacity (MW),Off-grid,,,,2,2,2
Syrian Arab Republic (the),Solar photovoltaic,Electricity Installed Capacity (MW),On-grid,2.47,11.52,33,58,58,58
Syrian Arab Republic (the),Solar thermal energy,Electricity Generation (GWh),Off-grid,,,,,,
Syrian Arab Republic (the),Solar thermal energy,Electricity Generation (GWh),On-grid,,,,,,
Syrian Arab Republic (the),Solar thermal energy,Electricity Installed Capacity (MW),Off-grid,,,,,,
Syrian Arab Republic (the),Solar thermal energy,Electricity Installed Capacity (MW),On-grid,,,,,,
Syrian Arab Republic (the),Total renewable,Electricity Generation (GWh),Off-grid,1.05,1.05,1.05,1.05,1.05,
Syrian Arab Republic (the),Total renewable,Electricity Generation (GWh),On-grid,791.78,807.78,845.58,889.58,889.58,
Syrian Arab Republic (the),Total renewable,Electricity Installed Capacity (MW),Off-grid,0.6,0.6,0.6,2.6,2.6,2.6
Syrian Arab Republic (the),Total renewable,Electricity Installed Capacity (MW),On-grid,1499.17,1508.23,1529.71,1554.71,1554.71,1554.71
Tajikistan,Mixed Hydro Plants,Electricity Generation (GWh),Off-grid,,,,,,
Tajikistan,Mixed Hydro Plants,Electricity Generation (GWh),On-grid,,,,,,
Tajikistan,Mixed Hydro Plants,Electricity Installed Capacity (MW),Off-grid,,,,,,
Tajikistan,Mixed Hydro Plants,Electricity Installed Capacity (MW),On-grid,,,,,,
Tajikistan,Nuclear,Electricity Generation (GWh),Off-grid,,,,,,
Tajikistan,Nuclear,Electricity Generation (GWh),On-grid,,,,,,
Tajikistan,Nuclear,Electricity Installed Capacity (MW),Off-grid,,,,,,
Tajikistan,Nuclear,Electricity Installed Capacity (MW),On-grid,,,,,,
Tajikistan,Offshore wind energy,Electricity Generation (GWh),Off-grid,,,,,,
Tajikistan,Offshore wind energy,Electricity Generation (GWh),On-grid,,,,,,
Tajikistan,Offshore wind energy,Electricity Installed Capacity (MW),Off-grid,,,,,,
Tajikistan,Offshore wind energy,Electricity Installed Capacity (MW),On-grid,,,,,,
Tajikistan,Onshore wind energy,Electricity Generation (GWh),Off-grid,,,,,,
Tajikistan,Onshore wind energy,Electricity Generation (GWh),On-grid,,,,,,
Tajikistan,Onshore wind energy,Electricity Installed Capacity (MW),Off-grid,,,,,,
Tajikistan,Onshore wind energy,Electricity Installed Capacity (MW),On-grid,,,,,,
Tajikistan,Other non-renewable energy,Electricity Generation (GWh),Off-grid,,,,,,
Tajikistan,Other non-renewable energy,Electricity Generation (GWh),On-grid,,,,,,
Tajikistan,Other non-renewable energy,Electricity Installed Capacity (MW),Off-grid,,,,,,
Tajikistan,Other non-renewable energy,Electricity Installed Capacity (MW),On-grid,,,,,,
Tajikistan,Pumped storage,Electricity Generation (GWh),Off-grid,,,,,,
Tajikistan,Pumped storage,Electricity Generation (GWh),On-grid,,,,,,
Tajikistan,Pumped storage,Electricity Installed Capacity (MW),Off-grid,,,,,,
Tajikistan,Pumped storage,Electricity Installed Capacity (MW),On-grid,,,,,,
Tajikistan,Renewable hydropower,Electricity Generation (GWh),Off-grid,178.88,178.88,178.88,178.88,178.88,
Tajikistan,Renewable hydropower,Electricity Generation (GWh),On-grid,19169.1,19169.1,19169.1,19700,20424,
Tajikistan,Renewable hydropower,Electricity Installed Capacity (MW),Off-grid,18.4,18.85,18.85,18.85,18.85,18.85
Tajikistan,Renewable hydropower,Electricity Installed Capacity (MW),On-grid,5699.61,5699.61,5699.61,5718,5718,5718.47
Tajikistan,Solar photovoltaic,Electricity Generation (GWh),Off-grid,,,,,,
Tajikistan,Solar photovoltaic,Electricity Generation (GWh),On-grid,,,,,,
Tajikistan,Solar photovoltaic,Electricity Installed Capacity (MW),Off-grid,,,,,,
Tajikistan,Solar photovoltaic,Electricity Installed Capacity (MW),On-grid,,0.22,0.22,0.22,0.22,0.22
