country_code,country,continent,year,renewable_elec_pct,renewable_prod_kwh,renewable_prod_pct,renewable_consump_pct,hydro_elec_pct,total_renewable_cap_mw,total_renewable_gen_gwh,GHG_emissions_total,energy_invest_private_ppp_USD,total_solar_cap_mw,total_solar_gen_gwh,total_wind_cap_mw,total_wind_gen_gwh,total_hydro_cap_mw,total_hydro_gen_gwh,total_financing_solar_USD,total_financing_wind_USD,total_financing_hydro_USD,total_financing_other_USD,total_financing_renewables_USD
DJI,Djibouti,Africa,2021,35.3535353535354,70000000,35.3535353535354,26.6,0,20.43,70.10000000000001,-4.8516,NA,0.43,0.7,20,69.4,0,0,0,0,0,0,0
DJI,Djibouti,Africa,2022,NA,NA,NA,26.9,NA,20.43,70.10000000000001,-4.8781,NA,0.43,0.7,20,69.4,0,0,31.9,33.34,0.52,0,65.76
DJI,Djibouti,Africa,2023,NA,NA,NA,NA,NA,80.43,70.10000000000001,NA,NA,0.43,0.7,80,69.4,0,0,0,0,0,0,0
DJI,Djibouti,Africa,2024,NA,NA,NA,NA,NA,80.43,NA,NA,NA,0.43,0,80,0,0,0,0,0,0,0,0
DMA,Dominica,North America,2019,22.2754363558961,780000,0.830140485312899,7.6,21.4452958705832,7.19,20.93,-2.6112,NA,0.32,0.18,0.23,0.6,6.64,20.15,0,0,0,0,0
DMA,Dominica,North America,2020,20.3848895224519,780000,0.794216474900723,8.6,19.5906730475512,7.19,20.02,-2.6273,NA,0.32,0.18,0.23,0.6,6.64,19.24,0,0,0,0,0
DMA,Dominica,North America,2021,20.2875714004333,780000,0.768170179239708,8.8,19.5194012211936,7.19,20.6,-2.6197,NA,0.32,0.18,0.23,0.6,6.64,19.82,0,0,0,0,0
DMA,Dominica,North America,2022,NA,NA,NA,8.9,NA,7.19,23.46,-2.6194,NA,0.32,0.18,0.23,0.6,6.64,22.69,0,0,0,0,0
DMA,Dominica,North America,2023,NA,NA,NA,NA,NA,8.15,20.89,NA,NA,0.32,0.18,0.23,0.6,7.6,20.11,0,0,0,0,0
DMA,Dominica,North America,2024,NA,NA,NA,NA,NA,8.15,NA,NA,NA,0.33,0,0.23,0,7.6,0,0,0,0,0,0
DNK,Denmark,Europe,2019,78.1718390025749,23057200000,78.1176311153273,37.2,0.0542078872475945,9180.11,23073.2,48.4702855088353,NA,1080,963.27,6110.54,16149.83,7.16,16.95,0,0,0,0,0
DNK,Denmark,Europe,2020,81.6167850181008,23429870000,81.5576093010304,39.5,0.0591757170704539,9656.31,23446.87,46.330488823974,NA,1304.3,1180.53,6258.540000000001,16330.22,7.16,17.06,0,0,0,0,0
DNK,Denmark,Europe,2021,78.958880484115,26079910000,78.9104689863843,39.5,0.048411497730711,10867.2,26097.98,47.0300642595924,NA,1704.04,1308.93,7003.95,16054.47,7.12,16.29,0,236.93,0,0,236.93
DNK,Denmark,Europe,2022,NA,NA,NA,NA,0.0398531128127758,12167.01,28512.84,45.3151642595924,NA,3069.9,2202.57,7083.82,19022.239999999998,6.64,14.94,0,0,35.34,0,35.34
DNK,Denmark,Europe,2023,NA,NA,NA,NA,0.0559613572101791,12779.1,29212.91,NA,NA,3529,3363.28,7277.01,19393.2,7.09,19.63,0,88.22,0,0,88.22
DNK,Denmark,Europe,2024,NA,NA,NA,NA,NA,13539.1,NA,NA,NA,3945,0,7621.01,0,7.09,0,0,0,0,0,0
DOM,Dominican Republic,North America,2019,12.2696825321949,1303050000,6.1467522052927,14.4,6.12293032690221,1411.12,2679.35,46.491094,78000000,334.8,372.31,370.3,782.22,624.9699999999999,1060.24,0.11,3.55,0.16,0,3.82
DOM,Dominican Republic,North America,2020,17.1097204411388,1761540000,9.03585534752501,16,8.07386509361375,1461.84,3414.87,45.209494,NA,385.5,597.28,370.3,1101.44,624.99,1292.6999999999998,0.03,0.27,0,0,0.30000000000000004
DOM,Dominican Republic,North America,2021,18.5170592634137,2103910000,9.83319312020939,14.8,8.68386614320434,1660.14,4038.37,48.408494,45000000,583.8,849.81,370.3,1230.95,624.99,1500.96,2.91,25.33,0,0,28.24
DOM,Dominican Republic,North America,2022,NA,NA,NA,NA,6.06004015126757,1859.62,4326.77,48.612894,310000000,735.17,1237.56,417.1,1175.44,623.96,1465.2800000000002,88,0,0,0,88
DOM,Dominican Republic,North America,2023,NA,NA,NA,NA,NA,2201.2400000000002,4494.17,NA,858020000,1076.79,1724.9,417.1,1129.26,623.96,1164.97,35.29,0,56.76,0,92.05
DOM,Dominican Republic,North America,2024,NA,NA,NA,NA,NA,2563.84,NA,NA,NA,1422.59,0,432.7,0,625.16,0,0,0,0,0,0
DZA,Algeria,Africa,2019,1.03039521134362,688040000,0.843951622795182,0.2,0.186443588548439,604.74,875.05,246.2564,NA,366.74,713.04,10,10,228,152,0.04,0,0,0.03,0.07
DZA,Algeria,Africa,2020,1.06210599456762,791710000,1.00020213505148,0.1,0.0619038595161392,585.3399999999999,875.71,232.984,NA,366.74,818.11,10,8,208.6,49.6,0,0,0,0.12,0.12
DZA,Algeria,Africa,2021,0.913584728890971,769110000,0.900702658390912,0.1,0.0128820705000586,505.64000000000004,815.11,245.7977,NA,366.74,795.11,10,11,128.9,9,0,0.09,0,0,0.09
DZA,Algeria,Africa,2022,NA,NA,NA,NA,0.0175378983021122,589.7,868.51,255.0681,NA,450.79999999999995,836.11,10,16,128.9,16.4,0,0,0,0,0
DZA,Algeria,Africa,2023,NA,NA,NA,NA,NA,600.7,926.1099999999999,NA,NA,461.8,889.28,10,13.57,128.9,23.26,0.03,0,0,0,0.03
DZA,Algeria,Africa,2024,NA,NA,NA,NA,NA,600.7,NA,NA,NA,461.8,0,10,0,128.9,0,0,0,0,0,0
ECU,Ecuador,South America,2019,78.2558622185051,599340000,1.85651891088189,17.7,76.3993433076232,5276.75,25218.469999999998,86.34112764,NA,27.630000000000003,37.620000000000005,21.15,85.53,5076.4000000000005,24640.57,0,0,0,0,0
ECU,Ecuador,South America,2020,79.7156938044035,576560000,1.84511008704557,20.2,77.8705837173579,5298.09,24909.55,80.79912764,NA,27.630000000000003,37.77,21.15,77.1,5097.75,24324.11,0,0,0,0,0
ECU,Ecuador,South America,2021,80.9483764822748,502710000,1.56053268765133,18.9,79.3878437946235,5300.17,26076.7,84.87832764,NA,27.650000000000002,36.88,21.15,62.010000000000005,5098.75,25562.890000000003,5.43,0,0,0,5.43
ECU,Ecuador,South America,2022,NA,NA,NA,NA,74.6334222006786,5393.719999999999,25123.93,86.91682764,NA,28.650000000000002,38.510000000000005,21.15,60.6,5191.3,24635.16,77,0,0,0,77
ECU,Ecuador,South America,2023,NA,NA,NA,NA,NA,5447.530000000001,25954.219999999998,NA,181000000,31.48,40.57,71.13000000000001,208.58,5192.3,25348.72,234.76999999999998,0,0,0,234.76999999999998
ECU,Ecuador,South America,2024,NA,NA,NA,NA,NA,5481.47,NA,NA,NA,31.55,0,71.13000000000001,0,5215.17,0,0,0,0,0,0
EGY,Egypt,Africa,2019,9.11139902941669,2929770000,1.48567705031922,6.2,7.62572197909747,5689.7,17948.170000000002,NA,335000000,1647.2,1489,1132,3001.45,2832,13121,34.87,126.52,0,0,161.39
EGY,Egypt,Africa,2020,11.8516055669542,9202650000,4.5497985316293,6.7,7.30180703532494,5933.5,24083.17,NA,NA,1643,4452.51,1380,4245.45,2832,15038,22.81,129.39,0,0.11,152.30999999999997
EGY,Egypt,Africa,2021,12.1979991703406,10642160000,5.13335327088378,6.1,7.06464589945686,6257.5,25236.059999999998,NA,NA,1662.5,4971.42,1640,5269.45,2832,14646,68.29,0,0,0,68.29
EGY,Egypt,Africa,2022,NA,NA,NA,NA,7.01641763158777,6322.04,26479.8,NA,1039000000,1724.54,5003.06,1642.5,5677.45,2832,15458,360.17,353.24,27.34,0,740.75
EGY,Egypt,Africa,2023,NA,NA,NA,NA,NA,6709.28,27069.87,NA,869400000,1856.28,5327.57,1890,6350.429999999999,2832,15056.49,0,65.94,14.84,0,80.78
EGY,Egypt,Africa,2024,NA,NA,NA,NA,NA,7752.28,NA,NA,NA,2590.28,0,2199,0,2832,0,0,0,0,0,0
ERI,Eritrea,Africa,2019,6.54847645429363,23640000,6.54847645429363,80.6,0,26.74,51.03,6.0544,NA,25.92,49.58,0.83,1.45,0,0,0,0,0,0,0
ERI,Eritrea,Africa,2020,6.3494623655914,23620000,6.3494623655914,80.9,0,26.73,51,6.0843,NA,25.91,49.56,0.83,1.45,0,0,0,0,0,0,0
ERI,Eritrea,Africa,2021,5.79057591623037,22120000,5.79057591623037,80.7,0,25.95,49.51,6.1698,NA,25.13,48.06,0.83,1.45,0,0,0,0,0,0,0
ERI,Eritrea,Africa,2022,NA,NA,NA,NA,NA,25.61,48.86,6.157,NA,24.79,47.41,0.83,1.45,0,0,0.25,0,0,0,0.25
ERI,Eritrea,Africa,2023,NA,NA,NA,NA,NA,25.61,48.86,NA,NA,24.79,47.41,0.83,1.45,0,0,46.39,0,0,0,46.39
ERI,Eritrea,Africa,2024,NA,NA,NA,NA,NA,25.61,NA,NA,NA,24.79,0,0.83,0,0,0,0,0,0,0,0
ESP,Spain,Europe,2019,37.7724998810643,76342000000,27.9378021423056,16.7,9.83469773875875,54635.76,101026.7,284.142556454402,NA,11146.390000000001,15141.7,25590.08,55647,16782.27,24646,597.16,498.59,0,0,1095.75
ESP,Spain,Europe,2020,44.5277230391878,83276000000,31.619034601117,19.3,12.9086884380707,57348.299999999996,113821.68,245.977722598372,NA,12474.77,20705.68,26819.19,56444,16785.19,30507,199.01,125.17,0,0,324.18
ESP,Spain,Europe,2021,47.0149136749395,96120550000,35.0405924640555,19,11.974321210884,62047.54,125787.03,263.613426774305,NA,16056.01,27138.48,27907.65,62061,16800.97,29626,1053.78,275.06,0,0,1328.84
ESP,Spain,Europe,2022,NA,NA,NA,NA,7.55742783480479,74441.01000000001,122959.55,259.904326774305,NA,26238.129999999997,35764.05,30113.76,62784,16805.69,17590,1358.4,0,0,0,1358.4
ESP,Spain,Europe,2023,NA,NA,NA,NA,10.8808108685526,80881.15000000001,143814.38,NA,NA,31920.42,48628.38,30868.5,64275,16808.81,24996,0,0,0,0,0
ESP,Spain,Europe,2024,NA,NA,NA,NA,NA,88498.15000000001,NA,NA,NA,38587.420000000006,0,31811.5,0,16808.81,0,0,0,0,0,0
EST,Estonia,Europe,2019,28.1355219960604,2123520000,27.886014445174,31.3,0.249507550886408,715.5,2142.52,19.5844179386388,NA,120.6,73.5,316,687,6,19,0,0,0,0,0
EST,Estonia,Europe,2020,48.8761105626851,2940690000,48.3825271470879,40.4,0.493583415597236,828.67,2970.69,16.6727175778739,NA,207.67,245.13,317,844,8,30,10.55,0,0,0,10.55
EST,Estonia,Europe,2021,39.9573847862299,2855530000,39.638117712382,38,0.319267073847862,1012.77,2878.53,17.8187651654033,NA,394.77,353.67,316,733,6,23,0,0,0,0,0
EST,Estonia,Europe,2022,NA,NA,NA,NA,0.257385854968666,1140,2856.15,18.1034651654033,NA,520,596,316,668,8,23,0,84.24,0,0,84.24
EST,Estonia,Europe,2023,NA,NA,NA,NA,0.405429226158999,1456,2805.11,NA,NA,813,721,337,683,10,24,22.8,0,0,0,22.8
EST,Estonia,Europe,2024,NA,NA,NA,NA,NA,2204,NA,NA,NA,1326,0,572,0,10,0,0,0,0,0,0
ETH,Ethiopia,Africa,2019,96.7799428077409,149800000,0.996209350269336,89.3,95.7837334574716,4450.93,14552.810000000001,287.5727319946,NA,12.35,19.75,324.01,848.0699999999999,3817.28,13655,2.1,56.4,0,0,58.5
ETH,Ethiopia,Africa,2020,95.4343696574432,129950000,0.822832900652188,90.7,94.611536756791,4712.77,15071.949999999999,293.0266319946,NA,20.18,32.3,324.01,609.04,4071.28,14403.7,0.06,0,1.3,0,1.36
ETH,Ethiopia,Africa,2021,NA,935320000,6.04250920602106,90.6,96.1431617029524,4758.77,15810.24,287.8665319946,271000000,21.18,33.9,324.01,817.2,4071.28,14942.83,376.21000000000004,22.76,0,0,398.97
ETH,Ethiopia,Africa,2022,NA,NA,NA,NA,96.7239589341331,5588.77,15513.97,289.8667319946,NA,21.18,33.9,404.01,560.5699999999999,4821.28,14882.49,0.63,0.08,0,0,0.71
ETH,Ethiopia,Africa,2023,NA,NA,NA,NA,NA,5570.070000000001,17750.079999999998,NA,NA,21.18,33.9,324.01,575.63,4882.58,17126.12,1.52,20.52,0,0,22.04
ETH,Ethiopia,Africa,2024,NA,NA,NA,NA,NA,5989.14,NA,NA,NA,21.55,0,404.01,0,5221.28,0,0,0,0,0,0
FIN,Finland,Europe,2019,46.4434231609614,19462410000,28.3501966496722,45.4,18.0932265112891,7865,31883.4,48.4660008333334,NA,210,147.18,2284,6024.75,3157,12420.48,0,0,0,0,0
FIN,Finland,Europe,2020,51.8681190177141,20044490000,28.9380079980366,47.3,22.9301110196775,8724,35927.49,40.884149816,NA,299,218.47,2586,8255.68,3164,15883.34,0,0,134.2,0,134.2
FIN,Finland,Europe,2021,52.9302986606029,22382390000,31.0340672748953,50.2,21.8962313857076,9466,38174.38,50.2996605970001,NA,398,297.52,3257,8506.74,3171,15791.13,0,65.59,0,0,65.59
FIN,Finland,Europe,2022,NA,NA,NA,NA,18.6804209360288,12556,38668.1,46.0717605970001,NA,649,392.34,5677,12022,3171,13491.76,0,0,0,0,0
FIN,Finland,Europe,2023,NA,NA,NA,NA,18.7358248693423,14033.21,42302,NA,NA,986.21,716.44,6946,15043.17,3169,15200.39,0,65.83,65.83,0,131.66
FIN,Finland,Europe,2024,NA,NA,NA,NA,NA,15903.21,NA,NA,NA,1203.21,0,8360,0,3191,0,0,0,0,0,0
FJI,Fiji,Oceania,2019,54.475526184985704,108620000,8.85082665840959,26.5,45.6246995265761,216.05,669.11,3.692,NA,8.83,11.649999999999999,10.18,3.42,138.43,559.92,0.01,0,0,0,0.01
FJI,Fiji,Oceania,2020,54.5526524148852,123410000,9.86987851595928,31.8,44.6827738989259,216.41,682.6800000000001,3.6519,NA,9.18,12.11,10.18,1.14,138.43,558.6999999999999,4.05,0,0,0,4.05
FJI,Fiji,Oceania,2021,60.0656085236255,108960000,9.95641327887278,29.7,50.1091952447527,224.39,657.9,3.7011,NA,9.469999999999999,12.5,10.18,0.29,138.43,548.38,0.01,0,0.48,0,0.49
FJI,Fiji,Oceania,2022,NA,NA,NA,28.4,NA,224.84,726.53,3.8688,NA,9.91,13.08,10.18,0.09,138.43,598.66,0,0,0,0,0
FJI,Fiji,Oceania,2023,NA,NA,NA,NA,NA,225.85999999999999,669.75,NA,NA,10.93,14.41,10.18,0.06,138.43,539.77,0.72,0,0.32,0,1.04
FJI,Fiji,Oceania,2024,NA,NA,NA,NA,NA,225.87,NA,NA,NA,10.94,0,10.18,0,138.43,0,0,0,0,0,0
FLK,Falkland Islands,South America,2019,NA,NA,NA,NA,NA,3.3800000000000003,5.27,NA,NA,0.07,0.12,3.31,5.15,0,0,0,0,0,0,0
FLK,Falkland Islands,South America,2020,NA,NA,NA,NA,NA,3.3800000000000003,4.37,NA,NA,0.07,0.12,3.31,4.25,0,0,0,0,0,0,0
FLK,Falkland Islands,South America,2021,NA,NA,NA,NA,NA,3.3800000000000003,4.5600000000000005,NA,NA,0.07,0.12,3.31,4.4399999999999995,0,0,0,0,0,0,0
FLK,Falkland Islands,South America,2022,NA,NA,NA,NA,NA,3.3800000000000003,4.84,NA,NA,0.07,0.12,3.31,4.72,0,0,0,0,0,0,0
FLK,Falkland Islands,South America,2023,NA,NA,NA,NA,NA,3.3800000000000003,4.91,NA,NA,0.07,0.12,3.31,4.79,0,0,0,0,0,0,0
FLK,Falkland Islands,South America,2024,NA,NA,NA,NA,NA,3.39,NA,NA,NA,0.08,0,3.31,0,0,0,0,0,0,0,0
FRA,France,Europe,2019,20.6518306720348,56303280000,9.86437364000463,15.5,10.7874570320302,52819.1,113141.04,423.032563585795,NA,10013.19,12254.28,16426.85,34721.68,24140.68,56913.55,0,0,0,0,0
FRA,France,Europe,2020,24.3856271899747,62699720000,11.7800152182694,16.8,12.6056119717053,55054.939999999995,125263.89,373.910178603699,NA,11133.26,13246.19,17535.27,40045.4,24226.730000000003,62593.58,0,507.44,0,0,507.44
FRA,France,Europe,2021,22.826838196879,62761670000,11.3067384638666,16.2,11.5200997330124,58534,122334.83,410.378743812354,NA,13446.039999999999,15439.48,18551.12,37119.41,24263.14,59615.94,0,385.08,0,0,385.08
FRA,France,Europe,2022,NA,NA,NA,NA,10.7529531705509,62079.73,113739.19,397.003643812354,NA,14721.789999999999,19751.780000000002,20835.18,38199.14,24236.010000000002,45521.13,0,168.49,0,0,168.49
FRA,France,Europe,2023,NA,NA,NA,NA,11.5111736030861,67446.73000000001,139735.25999999998,NA,NA,17399.14,22125.72,23131.61,50479.19,24597.53,56657.18,0,1228.46,0,0,1228.46
FRA,France,Europe,2024,NA,NA,NA,NA,NA,74339.68000000001,NA,NA,NA,21528.09,0,24591.61,0,24640.53,0,0,0,0,0,0
FRO,Faroe Islands,Europe,2019,40.4299404299404,52600000,13.6234136234136,5.4,26.8065268065268,52.71,156.1,NA,NA,0.26,0,12.75,52.6,39.7,103.5,0,0,0,0,0
FRO,Faroe Islands,Europe,2020,38.6922320550639,48700000,11.9714847590954,5.3,26.7207472959685,59.43,157.4,NA,NA,0.26,0.17,19.05,47.1,39.7,108.7,0,0,0,0,0
FRO,Faroe Islands,Europe,2021,38.0840018876829,61100000,14.4171779141104,5.1,23.6668239735724,64.26,161.4,NA,NA,0.26,0.18,22.5,54.1,39.7,100.3,0,0,0,0,0
FRO,Faroe Islands,Europe,2022,NA,NA,NA,7.9,NA,89.46,226.6,NA,NA,0.26,0.18,47.7,90.1,39.7,130.9,0,0,0,0,0
FRO,Faroe Islands,Europe,2023,NA,NA,NA,NA,NA,107.46,230,NA,NA,0.26,0.18,65.7,125.6,39.7,100.2,0,0,0,0,0
FRO,Faroe Islands,Europe,2024,NA,NA,NA,NA,NA,109.44,NA,NA,NA,0.26,0,67.68,0,39.7,0,0,0,0,0,0
FSM,Micronesia (Federated States of),Oceania,2019,6.59815311289842,3160000,4.70658325886208,2,1.89156985403634,6.77,9.43,-0.5199,NA,5.22,7.22,0.83,0.94,0.73,1.27,15.89,0,0,0,15.89
FSM,Micronesia (Federated States of),Oceania,2020,6.18974430627358,3160000,4.41525778957664,2,1.77448651669694,8.770000000000001,12.2,-0.5207,NA,7.22,9.979999999999999,0.83,0.94,0.73,1.27,0,0,0,0,0
FSM,Micronesia (Federated States of),Oceania,2021,4.94750949296404,3160000,3.52914898369444,2.1,1.4183605092696,8.770000000000001,12.2,-0.5201,NA,7.22,9.979999999999999,0.83,0.94,0.73,1.27,0,0,0,0,0
FSM,Micronesia (Federated States of),Oceania,2022,NA,NA,NA,2,NA,8.770000000000001,12.2,-0.5193,NA,7.22,9.979999999999999,0.83,0.94,0.73,1.27,1,0,1.4,0,2.4
FSM,Micronesia (Federated States of),Oceania,2023,NA,NA,NA,NA,NA,8.770000000000001,12.2,NA,NA,7.22,9.979999999999999,0.83,0.94,0.73,1.27,0.23,0,0,0,0.23
FSM,Micronesia (Federated States of),Oceania,2024,NA,NA,NA,NA,NA,8.700000000000001,NA,NA,NA,7.1499999999999995,0,0.83,0,0.73,0,0,0,0,0,0
GAB,Gabon,Africa,2019,34.6757137821643,-325250000,-11.4645752555516,90.2,46.1402890377159,320.88,961.28,-88.8594,167000000,0.1,0.13,0,0,319.58,959.93,0,0,0,0,0
GAB,Gabon,Africa,2020,33.627946703109,-435710000,-14.8858899897506,91.3,48.5138366928596,320.87,913.25,-89.0412,NA,0.09,0.12,0,0,319.58,911.91,0,0,0,0,0
GAB,Gabon,Africa,2021,33.2081646423752,-383710000,-12.945681511471,91.3,46.1538461538462,321.27,913.8,-89.9731,210960000,0.49,0.67,0,0,319.58,911.91,0,0,75.42,0,75.42
GAB,Gabon,Africa,2022,NA,NA,NA,NA,47.7130325814536,321.29,912.61,-89.0451,152380000,0.51,0.7,0,0,319.58,911.91,0,0,0,0,0
GAB,Gabon,Africa,2023,NA,NA,NA,NA,NA,321.32,912.65,NA,30000000,0.54,0.74,0,0,319.58,911.91,0,0,0,0,0
GAB,Gabon,Africa,2024,NA,NA,NA,NA,NA,332.32,NA,NA,NA,11.54,0,0,0,319.58,0,0,0,0,0,0
GBR,United Kingdom,Europe,2019,37.5205246899264,113649000000,35.1429075020641,11.4,2.37761718786237,46663.62,119727.44,435.369019624404,NA,13345,12418.06,23886.92,63834.9,2179.8599999999997,5932.9,0,0,0,0,0
GBR,United Kingdom,Europe,2020,43.8948422859756,127872000000,41.1869860564891,13.6,2.70785622948655,47828.47,133629.52,393.8696239997,NA,13870.34,12551.61,24457.93,75623.16,2185.27,6878.2,0,0,0,0,0
GBR,United Kingdom,Europe,2021,40.3081131480886,116780000000,37.9391115919288,12.2,2.36900155615983,49599.76,122481.66,413.815573176569,NA,14260.91,12132.81,25748.239999999998,64923.94,2190.16,5418.37,0,632.4,0,0,632.4
GBR,United Kingdom,Europe,2022,NA,NA,NA,NA,2.35494501425556,53405.59,135397.89,400.700873176569,NA,14980.77,13343.75,28761.29,80542.49,2190.44,5660.82,0,0,0,0,0
GBR,United Kingdom,Europe,2023,NA,NA,NA,NA,2.45723989425955,56126.73,135834.89,NA,NA,16275.26,13889.04,30162.95,82308.64,2190.44,5537.55,332.5,0,0,0,332.5
GBR,United Kingdom,Europe,2024,NA,NA,NA,NA,NA,60050.56,NA,NA,NA,17881.29,0,32145.65,0,2190.16,0,0,0,0,0,0
GEO,Georgia,Europe,2019,76.0791160593792,88940000,0.750168690958165,24.7,75.3289473684211,3323.83,9019.87,12.7666,14400000,2.74,3.47,21,84.69,3300.09,8931.7,12.1,0.11,0.03,0,12.24
GEO,Georgia,Europe,2020,74.7826866206649,97000000,0.869253517340264,23.4,73.9134331033247,3348.75,8344.91,12.4224,NA,4.66,5.91,21,90.8,3323.09,8248.2,0.67,0.05,0,0.07,0.79
GEO,Georgia,Europe,2021,81.3667062079873,106820000,0.844760775009885,25.2,80.5219454329775,3393.81,10288.95,13.2525,NA,18.47,23.45,21,83.4,3354.34,10182.1,0.97,0,2.91,0,3.88
GEO,Georgia,Europe,2022,NA,NA,NA,NA,75.6071879825916,3435.52,10903.67,13.8011,NA,35.26,44.769999999999996,21.02,87.5,3379.04,10771.4,0.92,3.82,2.18,0,6.92
GEO,Georgia,Europe,2023,NA,NA,NA,NA,NA,3535.27,10950.13,NA,NA,64.08,0.83,21.05,86.1,3449.94,10863.2,0.81,0,29.01,0,29.82
GEO,Georgia,Europe,2024,NA,NA,NA,NA,NA,3567.7999999999997,NA,NA,NA,132.60999999999999,0,21.05,0,3413.94,0,0,0,0,0,0
GHA,Ghana,Africa,2019,40.3917871474905,96670000,0.531416634599527,42.6,39.860370512891,1675.55,7461.6,51.1838,1533000000,83.16,190.29000000000002,0.02,0.04,1584,7251.56,2.69,0,0,0,2.69
GHA,Ghana,Africa,2020,36.660734645318,102570000,0.508451891141625,40,36.1522827541764,1700.33,7380.92,53.54113,NA,107.86,67.91,0.02,0.04,1584.1,7293.22,17.11,0,0,0.02,17.13
GHA,Ghana,Africa,2021,34.867098938968,169590000,0.768976149451347,39,34.0981227895166,1757.91,7614.51,54.89296,NA,165.42000000000002,74.26,0.02,0.04,1584.1,7520.82,0.05,0,14.25,0,14.3
GHA,Ghana,Africa,2022,NA,NA,NA,NA,35.3563258082618,1761.44,8290.64,56.10756,NA,168.95000000000002,79.16,0.02,0.04,1584.1,8191.84,123.21000000000001,0,0.02,0,123.23
GHA,Ghana,Africa,2023,NA,NA,NA,NA,NA,1780.47,8471.69,NA,NA,187.98000000000002,258.84000000000003,0.02,0.04,1584.1,8192.84,5.319999999999999,0,0.23,0,5.55
GHA,Ghana,Africa,2024,NA,NA,NA,NA,NA,1780.47,NA,NA,NA,187.98000000000002,0,0.02,0,1584.1,0,0,0,0,0,0
GIB,Gibraltar,Europe,2019,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0
GIB,Gibraltar,Europe,2020,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0
GIB,Gibraltar,Europe,2021,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0
GIN,Guinea,Africa,2019,63.8927510354618,21060000,1.02741229674945,68.3,62.8653387387124,378.31,1310.34,59.3188,NA,14.09,21.720000000000002,0,0,364.22,1288.62,21.55,0,0,0,21.55
GIN,Guinea,Africa,2020,61.8418206822253,22010000,0.898180378778295,65.8,60.943640303447,603.9300000000001,1516.11,59.9328,76500000,14.71,22.67,0,0,589.22,1493.43,0,0,0,0,0
GIN,Guinea,Africa,2021,88.1321934987129,22520000,0.744174980255571,66.8,87.3880185184573,829.26,2667.69,60.5913,NA,15.040000000000001,23.18,0,0,814.22,2644.5099999999998,0.01,0,187.04,0,187.04999999999998
GIN,Guinea,Africa,2022,NA,NA,NA,66.6,NA,830.36,2971.89,61.561,NA,16.139999999999997,24.87,0,0,814.22,2947.02,0.02,0,0,0,0.02
GIN,Guinea,Africa,2023,NA,NA,NA,NA,NA,831.1,2973.0299999999997,NA,NA,16.88,26,0,0,814.22,2947.02,0,0,0,0,0
GIN,Guinea,Africa,2024,NA,NA,NA,NA,NA,831.1,NA,NA,NA,16.88,0,0,0,814.22,0,0,0,0,0,0
GLP,Guadeloupe,North America,2019,NA,NA,NA,NA,NA,190.89,383.3,NA,NA,83.47,102.86,48.44,62.91,11.03,44.14,0,0,0,0,0
GLP,Guadeloupe,North America,2020,NA,NA,NA,NA,NA,205.69,396.74,NA,NA,87.61,107.2,42.11,72.89,11.03,25.35,0,0,0,0,0
GLP,Guadeloupe,North America,2021,NA,NA,NA,NA,NA,217.88,563.33,NA,NA,89.9,113.8,52.01,106.68,11.03,11.44,0,0,0,0,0
GLP,Guadeloupe,North America,2022,NA,NA,NA,NA,NA,225.04,571.31,NA,NA,93.03,113.54,56.03,110.93,11.03,12.48,0,0,0,0,0
GLP,Guadeloupe,North America,2023,NA,NA,NA,NA,NA,227.31,593.49,NA,NA,95,112.04,56.03,96.53,11.03,11.9,0,0,0,0,0
GLP,Guadeloupe,North America,2024,NA,NA,NA,NA,NA,228.31,NA,NA,NA,95,0,57.03,0,11.03,0,0,0,0,0,0
GMB,Gambia,Africa,2019,1.63007488156487,6400000,1.63007488156487,47.4,0,3.04,5.01,3.1107,NA,1.83,2.88,1.21,2.13,0,0,11.12,0,0,0,11.12
GMB,Gambia,Africa,2020,1.63007488156487,6400000,1.63007488156487,49.8,0,3.03,4.99,3.1152,NA,1.8199999999999998,2.8600000000000003,1.21,2.13,0,0,31.12,0,0,0,31.12
GMB,Gambia,Africa,2021,1.60250694249828,6290000,1.60250694249828,48.6,0,3.0199999999999996,4.91,3.0294,NA,1.81,2.7800000000000002,1.21,2.13,0,0,0.01,0,0,0,0.01
GMB,Gambia,Africa,2022,NA,NA,NA,47.7,NA,2.94,4.78,3.1103,NA,1.73,2.6500000000000004,1.21,2.13,0,0,25.49,0,0,0,25.49
GMB,Gambia,Africa,2023,NA,NA,NA,NA,NA,2.94,4.79,NA,NA,1.73,2.66,1.21,2.13,0,0,0.18,0,0,0,0.18
GMB,Gambia,Africa,2024,NA,NA,NA,NA,NA,25.94,NA,NA,NA,24.73,0,1.21,0,0,0,0,0,0,0,0
GNB,Guinea-Bissau,Africa,2019,7.08661417322835,1890000,7.08661417322835,86.2,0,1.82,2.95,2.3041,NA,1.82,2.95,0,0,0,0,0,0,0,0,0
GNB,Guinea-Bissau,Africa,2020,7.08661417322835,1890000,7.08661417322835,87.2,0,1.76,2.85,2.3216,NA,1.76,2.85,0,0,0,0,0,0,0,0,0
